,Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information,population
407,"Row house box for sale, 3 bedrooms, Juure tee 3/1, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 102.1 m²",https://www.kv.ee/harku-vallas-tiskre-kulas-on-ehitamisel-uued-aener-3356791.html,"59.424509,24.5823487",255000.0,4.0,3.0,102.1 m²,2.0,2022.0,all brand-new,apartment ownership,40.4 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, box-room, roof tar paper roof",,geothermic heating,,electric stove,,,,,water body lake near,,,,98.0
408,"Row house box for sale, 4 bedrooms, Rae põik 2, Rae, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 87.9 m²",https://www.kv.ee/vaike-rae-elamupiirkond-asub-rae-kulas-assaku-ja-p-3370592.html,"59.3790889,24.868912",254900.0,5.0,4.0,87.9 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, packet windows, parquet","shower, sauna, sewerage, urban water","õhksoojuspump, heated floors",fenced with garden,,,B,ready,8900050.0,"near forest, neighbours next to neighbours, location in suburb location",,,,43.0
409,"Row house box for sale, 2 bedrooms, Keskuse tee 7/2, Raadi-Kruusamäe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 103.4 m²",https://www.kv.ee/2022-aasta-martsaprill-valmib-uus-a-energiaklassi-3358793.html,"58.407848,26.7456725",169900.0,3.0,2.0,103.4 m²,2.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 3.6 m², parquet, parking free parking, public transport, box-room, TV-set, terrace, electricity, packet windows","sauna, shower","heated floors, geothermic heating","Internet, phone, cable TV, security system",kitchen 9.1 m²,79601:001:0560,,,,"surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads",,,,207.0
410,"Maisonette for sale, 3 bedrooms, Iirise 12, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 96.1 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3391589.html,"58.355837965126,26.765232540137",179000.0,4.0,3.0,96.1 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, farm building, box-room, separate rooms, separate entryway, new electricity, public transport, parking free parking, roof tar paper roof","toilet room and bathroom separate, sauna, shower, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,near forest,,,,44.0
411,"Maisonette for sale, 4 bedrooms, Metsatuka 18, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Stone house, total area 151.5 m²",https://www.kv.ee/alliku-on-tallinna-kulje-alla-jaav-kaunis-ja-rohel-2697167.html,"59.3645476693581,24.583389219574",349800.0,5.0,4.0,151.5 m²,2.0,2021.0,all brand-new,,1800 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,72701:002:1331,,,,,,,,237.0
412,"Maisonette for sale, 3 bedrooms, Iirise 6, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 100.3 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3391586.html,"58.355973056081,26.765833354956",177900.0,4.0,3.0,100.3 m²,,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, public transport, box-room, wall cupboard, separate rooms, separate entryway, new electricity, farm building, roof tar paper roof","sauna, shower, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0984,,,,"water body river near, near forest",1/2,,,44.0
413,"Row house box for sale, 3 bedrooms, Allika tee 11b, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 149.8 m²",https://www.kv.ee/muua-maitsekas-ja-stiilne-ridaelamuboks-tallinna-p-3376057.html,"59.3413085,24.5561153",229000.0,4.0,3.0,149.8 m²,2.0,2006.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, parquet, public transport, box-room, wall cupboard, terrace, dressing room, furnishing possibility, packet windows","sauna, bath, shower, urban water, sewerage",gas heating,"neighbourhood watch, fenced with garden","gas stove, refridgerator, kitchen furniture",,Missing,ready,,,,,,88.0
414,"Maisonette for sale, 3 bedrooms, Mäelille tn 3, Lemmatsi, Kambja vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 141.2 m²",https://www.kv.ee/muua-uus-kaksikelamu-boks-esimesel-korrusel-on-gar-3218820.html,"58.3674556,26.6483059",239000.0,4.0,3.0,141.2 m²,,2022.0,all brand-new,private property,,,Notify about incorrect advertisement,"terrace, dressing room, box-room, parquet, garage, packet windows",,,,electric stove,94901:005:1485,,ready,,,,,,172.0
415,"Row house box for sale, 3 bedrooms, Saarekese tn 8, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 105.2 m²",https://www.kv.ee/tavaparasest-paremad-ehitusmaterjalid-maja-mis-on-3365159.html,"58.3535246885831,26.6500124152832",202000.0,4.0,3.0,105.2 m²,2.0,2021.0,all brand-new,private property,,Data from realestate book,Notify about incorrect advertisement,"electricity, 3*380V, packet windows, parquet","sauna, urban water",,,,,A,ready,16565350.0,"surrounding buildings private houses, location outside settlement location, roads paved roads, neighbours at one side neighbours",,,,39.0
416,"Maisonette for sale, 3 bedrooms, Iirise 6, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Stone house, total area 96.1 m²",https://www.kv.ee/uutes-ihaste-ridaelamutes-on-uhendatud-koik-kaasae-3379928.html,"58.356198206524,26.76617667771",179000.0,4.0,3.0,96.1 m²,2.0,2022.0,all brand-new,,,Data from realestate book,,"open kitchen, separate entryway, parking free parking, public transport, organisation through the few floors, box-room, separate rooms","sauna, shower",geothermic heating,,ceramic shove,,A,,,near forest,,,,44.0
417,"Maisonette for sale, Õhtu 7, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ",Total area 64 m²,https://www.kv.ee/vana-palkmaja-kesklinnas-vanalinnas-maja-algandmed-2830599.html,"58.3839268,24.4948031",55000.0,,,64 m²,2.0,,,,,Data from realestate book,Notify about incorrect advertisement,box-room,,,,,,Missing,,,,,,,1318.0
418,"Maisonette for sale, 4 bedrooms, Vabaõhumuuseumi tee 50a, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 300 m², total area 360 m²",https://www.kv.ee/paikesest-ja-maast-energiat-ammutav-moodsate-tehni-3353407.html,"59.4433535,24.595789",695000.0,6.0,4.0,360 m²,3.0,2003.0,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"public transport, farm building, box-room, TV-set, terrace, electricity, dressing room, 3*380V, furniture, packet windows, parquet, garage, parking free parking","water boiler, toilet room and bathroom separate, sauna, bath, shower, urban water, sewerage, pool, washing machine",,,,,-,ready,37101.0,"surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours around neighbours, Läänemeri sea 1,000 m",,,,645.0
419,"Maisonette for sale, 3 bedrooms, Laiaküla tee, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 143.1 m²",https://www.kv.ee/muugil-on-kaunis-avar-ning-suureparase-asukohaga-m-3391110.html,"59.4719985,24.8949302",420900.0,4.0,3.0,143.1 m²,2.0,2018.0,ready,apartment ownership,951 m²,,,"balcony 5.7 m², balcony , parquet, separate rooms, water, terrace, furnishing possibility, electricity, dressing room, parking free parking","bath, water boiler, sauna, toilet room and bathroom separate, shower, washing machine, urban water","heated floors, gas heating, gas","Internet, cable TV","electric stove, refridgerator, kitchen furniture",,,,,"water body sea near, near forest",,,,320.0
420,"Maisonette for sale, 2 bedrooms, Vana-Krahvi, Kaisma, Põhja-Pärnumaa vald, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 65 m²",https://www.kv.ee/muua-korteriomandina-kirjasolev-majaosa-kaisma-kul-3377353.html,"58.683376,24.7471453",29900.0,3.0,2.0,65 m²,2.0,1947.0,needs renovating,apartment ownership,19059 m²,Data from realestate book,Notify about incorrect advertisement,"farm building, box-room, separate rooms, roof asbestos cement roof",local water,stove heating,,"stove heated with firewood, kitchen 15 m²",,,,,,,,,4.0
421,"Maisonette for sale, 3 bedrooms, Luisu 9, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 175.2 m²",https://www.kv.ee/broneeritud-booked-muua-hea-planeeringuga-paikesel-3389025.html,"59.4269934,24.6230354",339000.0,4.0,3.0,175.2 m²,2.0,2010.0,ready,,1321 m²,,Notify about incorrect advertisement,"kitchen, public transport, garage, electricity, furniture, wall cupboard, separate rooms, separate entryway, organisation through the few floors, closed courtyard, roof tar paper roof","toilet room and bathroom separate, shower, sauna, bath, urban water","heated floors, õhksoojuspump, gas heating, fireplace, fireplace","Internet, security system, fenced with garden","ceramic shove, refridgerator",78406:606:6570,,,,water body lake near,,,,506.0
422,"Row house box for sale, Saialille 3, Tammiste, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 128.9 m²",https://www.kv.ee/hinnatud-tammiste-kulas-lasteaia-ning-poe-naabruse-3325906.html,"58.390035148788,24.600049893662",169000.0,4.0,,128.9 m²,1.0,2021.0,all brand-new,private property,1404 m²,,,"open kitchen, parquet, 3*380V, electricity","sauna, toilet room and bathroom separate, sewerage, urban water",conditioner,,,,B,,,roads paved roads,,,,288.0
423,"Maisonette for sale, Koidu 8, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 52.4 m²",https://www.kv.ee/muua-haapsalu-kesklinnas-asuva-elamu-12-kaasomandi-3319175.html,"58.942829,23.5338118",69000.0,,,52.4 m²,,1952.0,needs renovating,joint ownership,1030 m²,Data from realestate book,,"box-room, separate entryway, closed courtyard, electricity, 3*380V, well","water boiler, shower, urban water",solid fuel,fenced with garden,,18301:006:0890,Missing,,,,,,,3667.0
424,"Maisonette for sale, Põldeotsa tee 6, Audru, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, log house, total area 83.6 m²",https://www.kv.ee/molemas-korteris-oma-eraldi-kook-lisaks-koogimoobl-3386181.html,"58.4044808,24.3121135",48800.0,3.0,,83.6 m²,,1951.0,satisfactory,apartment ownership,1974 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, public transport, TV-set, electricity, furniture, packet windows, roof asbestos cement roof","water boiler, shower, sewerage, urban water, washing machine","stove heating, heated floors, fireplace","Internet, phone, neighbourhood watch","induktsioon pliit, refridgerator, kitchen furniture",,,ready,,"near forest, surrounding buildings private houses and apartment buildings, roads in good condition roads, neighbours next to neighbours",1/1,,,43.0
425,"Maisonette for sale, 3 bedrooms, Toomkivi 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381591.html,"59.3097965,24.8367254",286500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3220 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
426,"Maisonette for sale, 3 bedrooms, Saarekese 6-2, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ",Total area 105.2 m²,https://www.kv.ee/kas-sinul-on-soov-elada-linna-lahedal-looduse-kesk-3331732.html,"58.3537892,26.6514438",211000.0,4.0,3.0,105.2 m²,2.0,2021.0,all brand-new,,,,Notify about incorrect advertisement,,,,,,28301:001:0399,,ready,,,,,,39.0
427,"Maisonette for sale, 4 bedrooms, Lille 6, Otepää linn, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 230.3 m²",https://www.kv.ee/muua-rahulikus-ja-looduskaunis-kohas-majaosa-labi-3389261.html,"58.0581878,26.4928513",143900.0,5.0,4.0,230.3 m²,2.0,1960.0,renovated,private property,,,Notify about incorrect advertisement,"new sewerage, balcony , street entrance, separate rooms, separate entryway, organisation through the few floors, new electricity, box-room, well, electricity, parquet, closed courtyard, farm building, garage, roof tiled roof","sauna, water boiler, shower, urban water","electric heating, stove heating, combined heating, fireplace","fenced with garden, neighbourhood watch",stove heated with firewood,55601:003:1461,,,,water body lake near,,,,1202.0
428,"Row house box for sale, 3 bedrooms, Tamme tee 4/5, Kulna, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 146.3 m²",https://www.kv.ee/broneeritud-muua-kena-ridaelamuboks-harjumaal-keil-3386815.html,"59.305325,24.385748",247000.0,4.0,3.0,146.3 m²,2.0,2009.0,ready,private property,450 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , balcony , open kitchen, wall cupboard, high ceilings, organisation through the few floors, separate entryway, closed courtyard, separate rooms, street entrance, water, show case windows, public transport, electricity, terrace, parquet, 3*380V, furnishing possibility, furniture, roof tar paper roof","bath, sauna, shower, toilet room and bathroom separate, washing machine, sewerage, urban water","heated floors, õhksoojuspump, fireplace, fireplace","cable TV, neighbourhood watch","ceramic shove, refridgerator, kitchen furniture",,Missing,,,near forest,,,,42.0
429,"Maisonette for sale, 3 bedrooms, Iirise 12, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 100.6 m²",https://www.kv.ee/maakuttega-ridaelamud-uues-valmivas-elurajoonis-ta-3382964.html,"58.356243236441,26.765661693579",189000.0,4.0,3.0,100.6 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"new sewerage, open kitchen, electricity, parquet, dressing room, ventilation, public transport, box-room, wall cupboard, separate rooms, separate entryway, new electricity, farm building, roof tar paper roof","sauna, shower, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, phone, cable TV",,79301:001:0985,,,,"water body river near, near forest",,,,44.0
430,"Row house box for sale, 4 bedrooms, Püü 5 a, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, house area 125.8 m², total area 148.2 m²",https://www.kv.ee/8-pohjust-miks-valida-kristiine-loftid-1-a-energia-3342658.html,"59.4119155,24.7201016",436000.0,5.0,4.0,148.2 m²,2.0,2022.0,all brand-new,,202 m²,,,,,,,,,A,,,,,,,4405.0
431,"Maisonette for sale, 4 bedrooms, Pärnu mnt 276/2, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Joint ownership, wooden house, house area 106.1 m², total area 150.3 m²",https://www.kv.ee/muua-korghaljastusega-krunt-koos-majaosaga-nomme-m-3387230.html,"59.3898868,24.7100027",314500.0,6.0,4.0,150.3 m²,2.0,1949.0,satisfactory,joint ownership,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, TV-set, electricity, packet windows, parquet, public transport, basement","bath, toilet room and bathroom separate, water boiler, urban water, sewerage, washing machine","stove heating, õhksoojuspump, conditioner","Internet, phone, cable TV, steel door, fenced with garden","electric stove, refridgerator, kitchen furniture",,Missing,ready,,"near forest, roads in good condition roads, location in the center location",,,,1438.0
432,"Row house box for sale, 4 bedrooms, Liiva tee 34, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 101 m², total area 118 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383694.html,"59.3754238190306,24.8059569868255",244900.0,5.0,4.0,118 m²,2.0,2023.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,,18.0
433,"Maisonette for sale, 3 bedrooms, Toomkivi 10, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381572.html,"59.3097965,24.8367254",297500.0,5.0,3.0,120 m²,,2022.0,all brand-new,apartment ownership,3202 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,,1604.0
434,"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.9 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3391380.html,"58.355921,26.766155",179000.0,4.0,3.0,97.9 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,,44.0
435,"Maisonette for sale, 4 bedrooms, Raudtee, Jõhvi linn, Jõhvi vald, Ida-Virumaa - Real estate portal KV.EE ",Total area 496.4 m²,https://www.kv.ee/muua-vaga-korralikult-ehitatud-mugava-planeeringug-3383793.html,"59.3597524,27.4353224",235000.0,5.0,4.0,496.4 m²,2.0,2006.0,satisfactory,,1470 m²,,Notify about incorrect advertisement,,,,,,,,ready,,,,,,1558.0
436,"Row house box for sale, Aeru tn 12, Ülejõe, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 114.8 m²,https://www.kv.ee/tegemist-on-labi-kahe-korruse-oleva-ridaelamuga-ul-3392521.html,"58.4034933,26.7054743",240000.0,3.0,,114.8 m²,2.0,2019.0,all brand-new,,2062 m²,,Notify about incorrect advertisement,"parking free parking, furniture, packet windows, parquet, public transport, box-room, TV-set, terrace, electricity, dressing room, furnishing possibility, wall flagstone wall","toilet room and bathroom separate, water boiler, shower, bath, sauna, sewerage, urban water, local water, washing machine","gas heating, central heating, heated floors","Internet, cable TV, security system, fenced with garden, neighbourhood watch","induktsioon pliit, refridgerator, kitchen furniture",79501:002:0178,,ready,,"Emajõgi river , surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads, neighbours around neighbours",,,,1513.0
437,"Row house box for sale, 3 bedrooms, Kesk-Vaela 27, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 91.9 m², total area 103.9 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384153.html,"59.3274921,24.7989023",255000.0,4.0,3.0,103.9 m²,1.0,2022.0,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0262,,,,,,,,4.0
438,"Maisonette for sale, Maarjamõisa tee 31, Aravete, Järva vald, Järvamaa - Real estate portal KV.EE ","Private ownership, stone house, house area 250.1 m², total area 382.4 m²",https://www.kv.ee/aravete-alevikus-muua-4-korteriga-elamu-osa-majas-3363743.html,"59.133408,25.7462982",15000.0,10.0,,382.4 m²,2.0,,sanitary renovation needed,private property,882 m²,,Notify about incorrect advertisement,,"shower, water boiler, urban water, sewerage","solid fuel, central heating",,electric stove,13402:004:1640,,ready,,"roads in satisfactory condition roads, neighbours around neighbours, near forest",,,"balcony 4 m², furnishing possibility, furniture, packet windows, parking free parking, public transport, farm building, electricity",95.0
439,"Maisonette for sale, 3 bedrooms, Vaheri, Kilksama, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 109.1 m², total area 121 m²",https://www.kv.ee/suuremale-perele-pakkuda-uks-suureparane-voimalus-3374720.html,"58.3700005,24.5390838",35000.0,4.0,3.0,121 m²,,1985.0,needs renovating,private property,,Data from realestate book,Notify about incorrect advertisement,electricity,urban water,,,,,,ready,,"near forest, surrounding buildings private houses, location outside settlement location, roads paved roads",1/1,,,4437.0
440,"Maisonette for sale, Raudtee 62a, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 110 m²",https://www.kv.ee/muugile-on-tulnud-renoveeritud-majaosa-tammelinnas-3390168.html,"58.351297638254,26.70085649964",158000.0,4.0,,110 m²,,1977.0,renovated,apartment ownership,,,,"balcony , kitchen, open kitchen, furnishing possibility, public transport, parking free parking, separate entryway, closed courtyard","bath, toilet room and bathroom separate, shower, water boiler, washing machine","electric heating, stove heating, conditioner, fireplace, conditioner","Internet, fenced with garden","electric stove, refridgerator, kitchen furniture",79504:088:0012,Missing,,,roads paved roads,1/2,,,2064.0
441,"Maisonette for sale, Hargla, Valga vald, Valgamaa - Real estate portal KV.EE ","Apartment ownership, wooden house, house area 70.4 m², total area 130 m²",https://www.kv.ee/muua-looduslikus-ja-rahulikus-piirkonnas-endine-pi-3355912.html,"57.6068636,26.3980945",8000.0,2.0,,130 m²,,1913.0,needs renovating,apartment ownership,26600 m²,Data from realestate book,,"farm building, deep well, electricity, parking free parking",,,,,,-,,,,,,,4.0
442,"Maisonette for sale, 3 bedrooms, Lille tee 7, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 175 m²",https://www.kv.ee/muugile-on-tulnud-maja-mugavuse-ja-suurusega-paari-3387112.html,"59.5231439,24.8116567",345000.0,5.0,3.0,175 m²,2.0,2002.0,ready,apartment ownership,1594 m²,Data from realestate book,Notify about incorrect advertisement,"kitchen, open kitchen, ventilation, box-room, separate rooms, public transport, garage, parking free parking, electricity, furnishing possibility, parquet, dressing room, roof tin roof","sauna, toilet room and bathroom separate, shower, water boiler, urban water","heated floors, õhksoojuspump, fireplace, fireplace","Internet, fenced with garden","ceramic shove, refridgerator",,,,,"near forest, water body sea near",,,,250.0
443,"Maisonette for sale, 2 bedrooms, Tallinna mnt 24, Ülejõe, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 50 m²",https://www.kv.ee/muua-kesklinna-vahetus-laheduses-ulejoe-piirkonnas-3256427.html,"58.4020642,24.4929037",52400.0,3.0,2.0,50 m²,1.0,,needs renovating,apartment ownership,594 m²,Data from realestate book,,"parking free parking, new electricity, separate entryway, closed courtyard, separate rooms, water, electricity, street entrance, public transport, farm building, roof tin roof","water boiler, shower, sewerage, urban water",stove heating,"steel door, fenced with garden",electric stove,,,,,"in the city location, surrounding buildings private houses, water body river near",,,,1888.0
444,"Row house box for sale, 4 bedrooms, Tüve tn 2 b, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, house area 125 m², total area 169.3 m²",https://www.kv.ee/6-pohjust-miks-valida-linnapesad1-a-energiaklass2-3354511.html,"59.4126674,24.7146116",450000.0,5.0,4.0,169.3 m²,2.0,,all brand-new,,217 m²,Data from realestate book,,,,,,,,A,,,,,,,4405.0
445,"Row house box for sale, Koogimäe tee 10, Keava, Kehtna vald, Raplamaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 131.5 m²",https://www.kv.ee/sul-on-kuldsed-kaed-ja-otsid-projekti-kus-neid-rak-3372371.html,"58.9402658,24.897418",31000.0,,,131.5 m²,2.0,,,joint ownership,2117 m²,,,"public transport, packet windows, parking free parking",,,,,29202:002:0990,Missing,box with doors and windows,2011537.0,,,,,125.0
446,"Row house box for sale, 3 bedrooms, Oja tee 24, Tiskre, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, total area 107.8 m²",https://www.kv.ee/elukeskkond-ja-asukohttiskre-kula-jaab-koheselt-me-3387307.html,"59.41232,24.5908866",274900.0,4.0,3.0,107.8 m²,2.0,2005.0,Good condition,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"electricity, dressing room, furnishing possibility, packet windows, parquet, public transport, box-room, terrace","toilet room and bathroom separate, sauna, shower, urban water, sewerage","heated floors, combined heating","Internet, neighbourhood watch","electric stove, refridgerator, kitchen furniture",,Missing,ready,,"surrounding buildings private houses and apartment buildings, location in suburb location, roads in good condition roads, neighbours around neighbours",,65 € /  150 €,,411.0
447,"Maisonette for sale, 3 bedrooms, Lootuse pst. 78, Nõmme, Tallinn, Harjumaa - Real estate portal KV.EE ","Stone house, total area 147.8 m²",https://www.kv.ee/hetkel-broneeritud-kuni-06-12-2021-a-muua-uuevaarn-3388207.html,"59.3753406,24.6895452",435000.0,4.0,3.0,147.8 m²,2.0,2011.0,renovated,,,,,"kitchen, parquet, dressing room, ventilation, box-room, wall cupboard, separate rooms, separate entryway, organisation through the few floors, new electricity, high ceilings, closed courtyard, public transport, farm building, furniture, roof tar paper roof","water boiler, toilet room and bathroom separate, shower, bath, sauna, washing machine, urban water","gas heating, õhksoojuspump, gas heating, fireplace, conditioner, gas","Internet, fenced with garden, neighbourhood watch, security system, steel door","induktsioon pliit, kitchen 9 m², refridgerator",78404:401:2701,E,,,near forest,,,,2038.0
448,"Maisonette for sale, 4 bedrooms, Rohuneeme tee 144, Rohuneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 155 m²",https://www.kv.ee/muua-valmimisjargus-rohuneeme-villad-paarismaja-bo-3388211.html,"59.559109,24.7984147",625000.0,5.0,4.0,155 m²,2.0,2022.0,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parquet, packet windows","bath, sauna","heated floors, geothermic heating",,,89001:003:0718,,,,"water body sea near, near forest",,,,263.0
449,"Maisonette for sale, Leola tn 33, Viljandi, Viljandimaa - Real estate portal KV.EE ","Joint ownership, wooden house, total area 108 m²",https://www.kv.ee/muua-viljandi-linnas-leola-tn-33-kaasomandiosa-26-3341054.html,"58.3721587,25.5932643",55000.0,6.0,,108 m²,2.0,1927.0,satisfactory,joint ownership,,Data from realestate book,,"public transport, farm building, well, box-room, electricity, packet windows","sauna, urban water, sewerage, local water","stove heating, fireplace",,"electric stove, refridgerator",,Missing,,,,,,,1506.0
450,"Row house box for sale, 3 bedrooms, Pargi tee 2, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 97.2 m², total area 114.5 m²",https://www.kv.ee/tartu-kulje-all-haaslava-kulas-aadressil-pargi-tee-3380824.html,"58.3256658,26.7934275",174000.0,4.0,3.0,114.5 m²,2.0,2022.0,all brand-new,apartment ownership,2814 m²,Data from realestate book,Notify about incorrect advertisement,"parking free parking, terrace, electricity, dressing room, packet windows, parquet, public transport, box-room","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, geothermic heating","Internet, steel door, neighbourhood watch, fenced with garden",,,A,,,"roads in good condition roads, near forest",,,,26.0
451,"Row house box for sale, 5 bedrooms, Vana-Altoa tee 6, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 133.2 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3366676.html,,,6.0,5.0,133.2 m²,2.0,2022.0,all brand-new,apartment ownership,3999 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, water, ventilation, box-room, parking free parking, roof tar paper roof","sauna, toilet room and bathroom separate, sewerage, urban water",,,,,,,,,,,,0.0
