Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel
"House for sale, Põllu tn 1, Märja, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 209.6 m²",https://www.kv.ee/muua-suure-kinnistuga-4toaline-eramu-tartu-linnapi-3376908.html,"58.365278,26.651343",268000,4,209.6 m²,2,,,1980 m²,83101:003:0080,Missing,"electricity, furniture, packet windows, parquet, garage, parking free parking, 3*380V, public transport, farm building, box-room, wall cupboard, closed courtyard, street entrance, roof tiled roof",,,2006,private property,,"electric stove, refridgerator, kitchen furniture","water boiler, toilet room and bathroom separate, sauna, bath, shower, washing machine, urban water","stove heating, heated floors, fireplace, combined heating","Internet, fenced with garden",,,,,
"House for sale, Oru,  Kausi tee, Kausi, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 72.4 m²",https://www.kv.ee/maakodu-vanavigala-lahedal-maad-ka-parajalt-ei-pea-3376892.html,"58.7117072,24.2518099",49000,3,72.4 m²,1,needs renovating,,3717 m²,88401:004:0151,,roof asbestos cement roof,water body river near,,1972,private property,Notify about incorrect advertisement,stove heated with firewood,,stove heating,,,,,,
"House for sale, 11 bedrooms, Kaarli tn 20, Rannarajoon, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 332.3 m²",https://www.kv.ee/uldpind-332-3-m-krunt-674-m-3-korrust-11-tuba-hea-3368779.html,"58.374592,24.506591",570000,,332.3 m²,3,Good condition,ready,674 m²,,Missing,"electricity, furniture, box-room, TV-set, terrace","neighbours around neighbours, surrounding buildings private houses, water body sea near",11,1935,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, shower, water boiler, urban water, sewerage","electric heating, õhksoojuspump, conditioner, fireplace","Internet, cable TV, fenced with garden",Data from realestate book,,,,
"House for sale, 3 bedrooms, Niidu 4, Märjamaa, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 99.5 m², total area 166.8 m²",https://www.kv.ee/koikidele-kusimustele-vastavadkinnisvara-muugipart-3373132.html,"58.9023704,24.438076",120000,4,166.8 m²,2,satisfactory,ready,,,Missing,"public transport, terrace, electricity, dressing room, packet windows, garage, farm building, box-room","near forest, roads in good condition roads, surrounding buildings private houses, location in the center location",3,1979,private property,Notify about incorrect advertisement,,"sauna, shower, water boiler, urban water, sewerage","central heating, õhksoojuspump, fireplace",fenced with garden,Data from realestate book,,,,
"House for sale, 1 bedrooms, Kalevi tn 37, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house",https://www.kv.ee/muua-maja-tapa-aarelinna-vaikses-ja-rahulikus-piir-3366657.html,"59.2592763,25.9783272",50000,2,,1,needs renovating,ready,890 m²,,-,"farm building, electricity, basement, wall brick wall, roof asbestos cement roof","near forest, neighbours around neighbours, roads in good condition roads, location in suburb location, surrounding buildings private houses",1,1968,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, urban water",stove heating,,Data from realestate book,,,,
"Cottage for sale, Kalda tn 204, Raja, Mustvee vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, house area 60 m², total area 80 m²",https://www.kv.ee/muua-suvila-peipsi-jarve-esiliinil-suure-maatukiga-3345029.html,"58.8162105,26.9471202",62000,4,80 m²,1,satisfactory,ready,696 m²,,Missing,"farm building, deep well, box-room, packet windows, garage",Peipsi Järv lake,,1978,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"House for sale, 4 bedrooms, Silgu tn, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 149.1 m²",https://www.kv.ee/pakkuda-on-kvaliteetne-ja-maitsekalt-sisustatud-lo-3370764.html,"59.4433186,24.5887766",444900,6,149.1 m²,2,Good condition,ready,,,,"balcony 9.2 m², parking free parking, public transport, box-room, wall cupboard, terrace, electricity, dressing room, 3*380V, furnishing possibility, furniture, packet windows, parquet","near forest, water body sea 1,000 m, surrounding buildings private houses, location in suburb location, roads paved roads, neighbours next to neighbours",4,2010,apartment ownership,Notify about incorrect advertisement,"induktsioon pliit, refridgerator, kitchen furniture","toilet room and bathroom separate, sauna, shower, urban water, sewerage, washing machine","gas heating, heated floors, gas","Internet, phone, cable TV, fenced with garden, security system, steel door, neighbourhood watch, secure guard",Data from realestate book,,,,145 € /  222 €
"Cottage for sale, 3 bedrooms, Männimetsa, Tuulna, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 143.9 m²",https://www.kv.ee/1-korrusel-on-plaani-jargi-kookelutuba-saun-pesuru-3376588.html,"59.3503,24.2811999",148000,4,143.9 m²,2,needs renovating,box with doors and windows,,,-,roof profiled roof,,3,1984,private property,Notify about incorrect advertisement,,,"õhksoojuspump, stove heating, fireplace",,Data from realestate book,10404902,,,
"House for sale, 3 bedrooms, Luhaääre tee 31, Tammneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, house area 132 m², total area 205 m²",https://www.kv.ee/merevaatega-ja-super-asukohaga-madalenergia-maja-v-3376296.html,"59.5401369,24.8852143",390000,4,205 m²,2,Good condition,ready,,,A,"parquet, parking free parking, furnishing possibility, furniture, packet windows, public transport, farm building, deep well, box-room, TV-set, terrace, electricity, dressing room, other wall, roof tar paper roof","water body sea near, near forest, surrounding buildings private houses, roads in good condition roads, neighbours around neighbours",3,2011,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","bath, shower, toilet room and bathroom separate, urban water","stove heating, õhksoojuspump, heated floors, combined heating, fireplace","Internet, phone, cable TV, steel door, fenced with garden, neighbourhood watch",Data from realestate book,3184702,,,90 € /  140 €
"House for sale, Meeliku, Võru vald, Võrumaa - Real estate portal KV.EE ","
                            Müüa 0,77 ha suurune maatükk Võrumaal, Meeliku külas.",https://www.kv.ee/muua-0-77-ha-suurune-maatukk-vorumaal-meeliku-kula-3376502.html,"57.7812723,26.9910031",59000,3,,1,needs renovating,,7688 m²,91804:002:0164,-,,,,1915,,,,,,,,2466441,,,
"House for sale, 3 bedrooms, Kastani tn 9, Tapa linn, Tapa vald, Lääne-Virumaa - Real estate portal KV.EE ","Stone house, house area 108 m²",https://www.kv.ee/majas-on-pelleti-kute-katus-on-vahetataud-mobleeri-3376312.html,"59.2598208,25.9759527",78000,4,,1,satisfactory,ready,618 m²,79101:014:0490,,"electricity, furniture, packet windows, parquet, parking free parking, garage, farm building, box-room, basement, TV-set, wall cinder block wall, roof tar paper roof","roads in good condition roads, neighbours around neighbours, in the city location, surrounding buildings private houses",3,1970,,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, water boiler, urban water, sewerage, washing machine","solid fuel, central heating, õhksoojuspump, fireplace","Internet, phone, fenced with garden, neighbourhood watch",Data from realestate book,,,,
"House for sale, 2 bedrooms, Vainu, Jõgeva linn, Jõgeva vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 51 m², total area 62.4 m²",https://www.kv.ee/kui-oled-otsimas-hoonestatud-kinnistut-jogeva-linn-3376485.html,,,3,62.4 m²,1,needs renovating,,1040 m²,,,"farm building, electricity","surrounding buildings private houses, in the city location, roads paved roads",2,1968,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 9 m²","water boiler, urban water, sewerage",stove heating,fenced with garden,Data from realestate book,,,,
"House for sale, Piiri 1, Kiviõli linn, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 731 m², total area 731 m²",https://www.kv.ee/idavirumaa-luganuse-vald-kivioli-linn-piiri-1-8-tu-3363671.html,"59.3544949,26.9674124",68000,8,731 m²,2,satisfactory,ready,667 m²,,Missing,,location in the center location,,1950,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, water boiler, urban water, sewerage, washing machine",central heating,Internet,Data from realestate book,,"TV-set, electricity, furnishing possibility, packet windows, parking free parking, public transport, box-room",,
"House for sale, 4 bedrooms, Päikese 8, Päidre, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","Stone house, house area 164 m², total area 164 m²",https://www.kv.ee/suure-potentsiaaliga-vaike-maja-viljandimaal-paidr-3281959.html,"58.2536064092871,25.55468763613",28000,5,164 m²,2,needs renovating,,1347 m²,19203:003:0002,,,,4,1995,,Notify about incorrect advertisement,,,,,,,,,
"House for sale, 3 bedrooms, lõokese 16, Haapsalu linn, Haapsalu, Läänemaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 141 m², total area 141.1 m²",https://www.kv.ee/muua-uhekordne-puitmaja-puitakendega-haapsalu-ukse-3376434.html,"58.9343679,23.5219629",280000,4,141.1 m²,,all brand-new,ready,829 m²,,,"public transport, box-room, terrace, electricity, dressing room, parquet, packet windows, parking free parking, wall wooden wall, roof tiled roof","Paralepa rand sea 400 m, near forest, surrounding buildings private houses, neighbours around neighbours",3,,private property,Notify about incorrect advertisement,,"sauna, shower, urban water, sewerage, washing machine, local water",heated floors,,,,,1/1,
"House for sale, 4 bedrooms, Männimetsa tee, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 189.5 m²",https://www.kv.ee/armas-maja-vaikses-ja-turvalises-elamurajoonis-muu-3376431.html,"58.3468,26.7867",259000,5,189.5 m²,2,ready,,865 m²,,,"new sewerage, garage, public transport, farm building, well, new electricity, closed courtyard, separate rooms, furnishing possibility, furniture, electricity, dressing room, basement, parking free parking, water, TV-set, parquet, 3*380V, roof tin roof","surrounding buildings private houses, location in suburb location, water body river near, near forest",4,1990,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, sauna, sewerage, urban water, washing machine","gas heating, gas, fireplace, fireplace","Internet, cable TV, neighbourhood watch, security system, fenced with garden, steel door",,,,,
"House for sale, Vanasilla, Painküla, Jõgeva vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, total area 243.5 m²",https://www.kv.ee/siin-on-sulle-uks-eriline-pakkumine-jogevamaal-ari-3335773.html,"58.7148222531973,26.4087761285584",128000,11,243.5 m²,2,,ready,8193 m²,24802:006:0660,,"parking free parking, electricity, 3*380V",Pedja jõgi river 200 m,,1995,private property,Notify about incorrect advertisement,electric stove,"sauna, shower, water boiler, urban water, sewerage","õhksoojuspump, electric heating, combined heating",,,,,,
"House for sale, 4 bedrooms, Kadaka 6, Kuressaare linn, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 280 m²",https://www.kv.ee/muua-kuressaare-linnas-kadaka-tanaval-paiknev-kivi-3376367.html,"58.2621222,22.492721",146000,5,280 m²,1,needs renovating,,912 m²,,,"kitchen, electricity, farm building, closed courtyard, garage, roof tin roof",,4,1976,private property,Notify about incorrect advertisement,stove heated with firewood,"shower, water boiler, sauna, urban water, local water","stove heating, õhksoojuspump, solid fuel",,Data from realestate book,,,,
"House for sale, Eha, Aste alevik, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, stone house, total area 118.2 m²",https://www.kv.ee/tutvumispaev-eelregistreerimisega-astes-muua-suur-3376353.html,"58.346713,22.448751",125000,4,118.2 m²,2,needs renovating,,3122 m²,34801:003:0040,,"basement, electricity, farm building, closed courtyard, water, 3*380V, garage, roof asbestos cement roof","near forest, surrounding buildings private houses",,1974,private property,,stove heated with firewood,"sauna, urban water","stove heating, fireplace, fireplace",,,,,,
"House for sale, 4 bedrooms, Laane, Tilga, Hiiumaa vald, Hiiumaa - Real estate portal KV.EE ","Private ownership, total area 121.3 m²",https://www.kv.ee/suurparane-voimalus-osta-kasutusloaga-kodu-voi-maa-3376347.html,"58.7042577,22.6354858",310000,5,121.3 m²,2,all brand-new,ready,,,A,"parquet, furniture, packet windows, garage, public transport, deep well, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, 3*380V, furnishing possibility","roads in good condition roads, near forest, water body sea near",4,2021,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","shower, water boiler, sauna, local water, sewerage, pool","heated floors, õhksoojuspump","Internet, steel door, neighbourhood watch, video cameras",Data from realestate book,,,,
"House for sale, Säde tn 3, Kiviõli linn, Lüganuse vald, Ida-Virumaa - Real estate portal KV.EE ","Log house, total area 131 m²",https://www.kv.ee/muua-kivioli-aarelinnas-rahulikus-piirkonnas-suure-3376311.html,"59.3501149,26.9266963",33900,5,131 m²,2,needs renovating,,4018 m²,30901:002:0049,-,"farm building, 3*380V, packet windows, wall wooden wall, roof asbestos cement roof",,,,,,,urban water,,,,4601508,,,
"Other for sale, Lauküla, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 41.3 m²",https://www.kv.ee/muua-hudroelektrijaam-vastsemoisa-jarve-aares-otep-3376304.html,"57.9148852069055,26.3251474314163",250000,,41.3 m²,,Good condition,ready,83382 m²,72402:003:0029,Missing,"electricity, 3*380V","water body Vastsemõisa 10 m, location outside settlement location, roads in good condition roads, neighbours next to neighbours",,,private property,,,,,,,,,1/1,
"House for sale, 9 bedrooms, Nõmmemõisa, Avinurme, Mustvee vald, Jõgevamaa - Real estate portal KV.EE ","Private ownership, stone house, total area 372 m²",https://www.kv.ee/ariprojekt-muua-talu-koos-renoveerimis-projektiga-3376292.html,"58.985952,26.86494",100000,,372 m²,2,needs renovating,box with doors and windows,13418 m²,16401:002:1250,,"electricity, 3*380V, parking free parking","surrounding buildings private houses, near forest",9,,private property,Notify about incorrect advertisement,,"shower, sauna, sewerage, pool, local water",,,,,,,
"House for sale, 4 bedrooms, Metsa tn, Tootsi, Põhja-Pärnumaa vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 89 m², total area 97 m²",https://www.kv.ee/muua-tootsis-rahulikus-piirkonnas-kahekorruseline-3375047.html,"58.5759135,24.799289",80000,5,97 m²,2,renovated,ready,,,,"garage, parking free parking, furnishing possibility, packet windows, public transport, farm building, well, deep well, box-room, wall cupboard, basement, TV-set, terrace, electricity, dressing room, wall wooden wall, roof tiled roof","water body river near, near forest, surrounding buildings private houses, location outside settlement location, roads in good condition roads, neighbours at one side neighbours",4,1962,private property,Notify about incorrect advertisement,electric stove,"water boiler, shower, sauna",stove heating,"Internet, cable TV, steel door, fenced with garden",Data from realestate book,,,,
"House for sale, Trammi tee, 14, Uusküla, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 36 m²",https://www.kv.ee/muua-korghaljastusega-krunt-suurusega-1004-m2-koos-3376204.html,"59.48340017227,25.003386187845",74900,3,36 m²,,ready,,1004 m²,,Missing,"kitchen, electricity, public transport, parking free parking","roads gravel roads, near forest",,1960,private property,,"gas stove, kitchen furniture","sewerage, urban water","stove heating, fireplace",neighbourhood watch,,,,1/1,
"House for sale, 3 bedrooms, Ulme AÜ 27, Laitse, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 100 m²",https://www.kv.ee/muuki-on-tulnud-elamumaa-krunt-suurusega-726-m2-la-3376181.html,"59.2236,24.3654495",48000,5,100 m²,2,all brand-new,,726 m²,,,"water, electricity, deep well, parking free parking, distance from Tallinn 30 km, wall cinder block wall, roof tin roof",water body lake near,3,2020,private property,Notify about incorrect advertisement,,"sauna, local water",,"Internet, neighbourhood watch",Data from realestate book,,,,
"Cottage for sale, Ulme AÜ 27, Laitse, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 100 m²",https://www.kv.ee/muuki-on-tulnud-elamumaa-krunt-suurusega-726-m2-la-3376179.html,"59.2236,24.3654495",48000,5,100 m²,2,all brand-new,,726 m²,29705:038:0261,,"water, electricity, deep well, parking free parking, distance from Tallinn 30 km, wall cinder block wall, roof tin roof",water body lake near,,2020,private property,Notify about incorrect advertisement,,"sauna, local water",,"Internet, neighbourhood watch",,,,,
"House for sale, 3 bedrooms, Lahevere tee 7, Kudjape, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 105.5 m², total area 129.5 m²",https://www.kv.ee/kinnistul-on-ehitamisel-elamu-mis-valmib-jaanipaev-3376056.html,"58.2626265,22.529916",230000,5,129.5 m²,2,all brand-new,,2500 m²,,,"parking free parking, packet windows, garage, public transport, box-room, terrace, electricity, dressing room, wall wooden wall, roof profiled roof","water body sea near, surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours around neighbours",3,2022,private property,Notify about incorrect advertisement,,"sauna, water boiler, shower, sewerage, urban water","õhksoojuspump, heated floors","Internet, security system, neighbourhood watch",Data from realestate book,,,,
"House for sale, 3 bedrooms, Meeksi mnt., Räpina linn, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 80.5 m², total area 124 m²",https://www.kv.ee/rapina-hea-kodu-koht-sudames-vohandu-joe-kaldal-on-2287106.html,"58.103797955418,27.458371018142",120000,4,124 m²,1,sanitary renovation done,ready,,,Missing,"parking free parking, farm building, box-room, terrace, 3*380V, furniture, parquet, garage","Räpina pais lake , beach length 40 m, surrounding buildings private houses, location in the center location, roads paved roads, neighbours around neighbours",3,1970,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","water boiler, shower, urban water, sewerage","heated floors, õhksoojuspump, electric heating, stove heating, conditioner, fireplace","Internet, phone, neighbourhood watch",Data from realestate book,,,,
"House for sale, 3 bedrooms, Saare tee 12, Tade, Kose vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 110 m², total area 130 m²",https://www.kv.ee/uus-b-energiaklassi-4toaline-uksikelamu-muua-uus-e-3351394.html,"59.2045162,25.089393",239000,4,130 m²,,all brand-new,ready,,,,"electricity, dressing room, furnishing possibility, packet windows, parquet, parking free parking, public transport, TV-set, terrace, wall brick wall, roof tin roof",,3,2021,private property,Notify about incorrect advertisement,"kitchen 12.8 m², kitchen furniture","bath, water boiler, urban water, sewerage","heated floors, õhksoojuspump, fireplace","Internet, phone",Data from realestate book,,,1/1,50 € /  80 €
"House for sale, 3 bedrooms, Astelpaju põik 4, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 145.3 m²",https://www.kv.ee/broneeritudkiili-vallas-vaela-kulas-ootab-uusi-oma-3375983.html,"59.320650560457,24.821250500647",349000,4,145.3 m²,1,all brand-new,,2005 m²,,,"new sewerage, open kitchen, parquet, dressing room, ventilation, public transport, box-room, separate rooms, new electricity, high ceilings, electricity, roof tin roof",,3,2021,private property,Notify about incorrect advertisement,kitchen 39 m²,"sauna, toilet room and bathroom separate, shower, water boiler, urban water","heated floors, geothermic heating","neighbourhood watch, steel door",Data from realestate book,,,,
"House for sale, 4 bedrooms, Soku tee 46, Uuesalu, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 173.7 m², total area 173.7 m²",https://www.kv.ee/muua-5toaline-eramaja-uuesalus-olemas-on-koik-mida-3375963.html,"59.3634979,24.8080063",529000,5,173.7 m²,1,Good condition,ready,,,B,"electricity, terrace, box-room, public transport, furnishing possibility, packet windows, dressing room, garage, parquet, roof tiled roof",,4,2019,private property,Notify about incorrect advertisement,,"shower, sauna, bath, sewerage, urban water","õhksoojuspump, fireplace, geothermic heating","Internet, phone, cable TV, fenced with garden, security system, neighbourhood watch",Data from realestate book,12749802,,,
"House for sale, Rannu, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, log house, house area 71 m², total area 185.3 m²",https://www.kv.ee/arata-uuele-elule-vana-talukoht-matsalu-looduskait-3310459.html,"58.7448935,23.946511",12900,3,185.3 m²,1,needs renovating,,4331 m²,41101:001:0577,,,"Kasari river , near forest, roads in good condition roads, neighbours farther neighbours",,1939,private property,Notify about incorrect advertisement,,,,,,,electricity,,
"Farmhouse for sale, Kooraste, Kanepi vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, log house, house area 120.9 m², total area 207.4 m²",https://www.kv.ee/muua-maja-kanepi-vallas-kooraste-kulas-koos-kahe-k-3375933.html,"57.9724408,26.622745",39900,3,207.4 m²,1,needs renovating,,9358 m²,28501:001:0263,,"farm building, well","surrounding buildings private houses, roads in good condition roads, neighbours next to neighbours",,1900,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,
"Farmhouse for sale, Räpo, Võru vald, Võrumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 131 m², total area 4.4 ha",https://www.kv.ee/talukompleks-asub-ainulaadses-looduskaunis-paigas-3375894.html,"57.7918624,27.1049702",286000,5,44000 m²,2,Good condition,ready,4.4 m²,,-,"box-room, 3*380V, garage, furnishing possibility, public transport, farm building, well, deep well","neighbours farther neighbours, near forest, surrounding buildings private houses, location outside settlement location, roads in good condition roads, Kalporo lake 150 m",,2019,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, water boiler, local water, sewerage, washing machine","electric heating, stove heating, õhksoojuspump, fireplace","Internet, phone, cable TV",Data from realestate book,,,,
"House for sale, 3 bedrooms, Palsami 11, Veeriku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 197.7 m²",https://www.kv.ee/elamus-2-dushiruumiwcd-ja-saun-korvalhoone-65-1-m2-2094546.html,"58.3658276,26.6825501",450000,4,197.7 m²,2,all brand-new,ready,,,-,"3*380V, dressing room, electricity, farm building, terrace, garage, parquet, packet windows, furniture, furnishing possibility, other wall, roof shingle roof",,3,2009,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","sauna, shower, washing machine, urban water, sewerage","heated floors, õhksoojuspump, fireplace, geothermic heating",security system,Data from realestate book,,,,
"Cottage for sale, 2 bedrooms, Krati tee 18, Rannamõisa, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 108 m²",https://www.kv.ee/aastaringseks-kasutamiseks-ehitatud-suure-krundiga-3354797.html,"59.4362287,24.5197725",235000,2,,2,renovated,ready,1987 m²,19807:003:0030,,"garage, packet windows, parquet, farm building, deep well, box-room, terrace, electricity, dressing room, 3*380V, furnishing possibility, roof profiled roof","water body sea 900 m, surrounding buildings private houses, roads in good condition roads, neighbours next to neighbours",2,,private property,Notify about incorrect advertisement,"electric stove, refridgerator","sauna, bath, shower, water boiler, toilet room and bathroom separate, local water, urban water, sewerage","electric heating, fireplace","Internet, neighbourhood watch, fenced with garden",Data from realestate book,,,,
"Cottage for sale, Paala tee 19, Uusküla, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 72.6 m²",https://www.kv.ee/muua-suvila-uuskulas-vaikne-hea-asukohaga-ja-persp-3375799.html,"59.481497,24.990159",89900,,72.6 m²,2,needs renovating,,846 m²,24504:010:0004,Missing,"electricity, furniture","roads in good condition roads, water body sea near",,,private property,,,"shower, urban water, sewerage","electric heating, stove heating",fenced with garden,,3224202,,,
"House for sale, 2 bedrooms, Randvere tee 102, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 113 m²",https://www.kv.ee/muua-hea-asukohaga-maja-pirita-linnaosas-mahe-aedl-3375750.html,"59.4875282,24.8694746",268000,3,113 m²,2,ready,,600 m²,,,"open kitchen, electricity, farm building, water, roof profiled roof",,2,2004,private property,Notify about incorrect advertisement,"stove heated with firewood, refridgerator, kitchen furniture","water boiler, shower, urban water, sewerage","stove heating, õhksoojuspump","Internet, steel door, fenced with garden",Data from realestate book,,,,
"House for sale, Nõmme tee 78, Kristiine, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, total area 190 m²",https://www.kv.ee/renoveermist-vajav-suure-krundiga-korralik-kahekor-3375733.html,"59.4101827,24.7137621",475000,5,190 m²,2,needs renovating,ready,1658 m²,78407:701:5051,,"wall cupboard, basement, TV-set, electricity, dressing room, 3*380V, public transport, well, box-room",,,,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, shower, water boiler, urban water, sewerage","solid fuel, õhksoojuspump, combined heating","Internet, cable TV, fenced with garden",Data from realestate book,,,,
"Cottage for sale, 1 bedrooms, Veterani AÜ 1, Jaama, Alutaguse vald, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 102 m²",https://www.kv.ee/muua-suureparase-asukohaga-suvila-krundil-korghalj-3375730.html,"59.0397849,27.7111559",14000,2,102 m²,1,,,924 m²,22902:001:0065,,"open kitchen, high ceilings, electricity, street entrance, separate rooms, separate entryway, roof tiled roof","near forest, water body river near",1,1986,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, sauna","stove heating, fireplace",steel door,,,,,
"House for sale, 2 bedrooms, Lai tänav 20, Paide linn, Paide, Järvamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 90 m², total area 128 m²",https://www.kv.ee/vana-maja-otsib-uut-peret-maja-asub-rohelises-ja-r-3343882.html,"58.889424,25.5630567",66000,3,128 m²,,needs renovating,ready,,,-,"box-room, wall cupboard, electricity, garage, well, parking free parking, wall wooden wall, roof tin roof","location in the center location, roads in good condition roads, surrounding buildings private houses, neighbours at one side neighbours",2,1925,private property,Notify about incorrect advertisement,kitchen 10 m²,,stove heating,fenced with garden,Data from realestate book,,,1/1,
"Cottage for sale, Laane 30, Narva, Ida-Virumaa - Real estate portal KV.EE ","Private ownership, total area 54.2 m²",https://www.kv.ee/kaunis-ja-rahulikus-piirkonnas-asuv-suvila-ootab-u-3375542.html,"59.419452,28.0669712",35000,,54.2 m²,1,sanitary renovation needed,,745 m²,51107:005:0001,Missing,"farm building, well, roof asbestos cement roof",water body sea near,,1997,private property,,,sauna,stove heating,"neighbourhood watch, fenced with garden",,,,,
"Cottage for sale, 1 bedrooms, 700 m. mereni, Võiküla, Muhu vald, Saaremaa - Real estate portal KV.EE ","Private ownership, log house, house area 35 m², total area 45 m²",https://www.kv.ee/kinnistul-asuvad-elamu-palkmaja-ilma-siseviimistlu-3375506.html,"58.5410252,23.3879161",80000,2,45 m²,2,,box with doors and windows,10000 m²,47801:008:0673,,"deep well, terrace, electricity, packet windows, parking free parking",,1,,private property,Notify about incorrect advertisement,,,,,,,,,
"Cottage for sale,  19, Vilivere, Kohila vald, Raplamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 30 m², total area 30.7 m²",https://www.kv.ee/muua-kahekordne-soojustatud-puidust-suvila-kiisal-3372013.html,"59.1898935,24.7164819",46000,2,30.7 m²,2,satisfactory,,939 m²,31702:001:0190,,"furniture, well, electricity, roof asbestos cement roof","water body river 100 m, roads in good condition roads, neighbours around neighbours",,1989,private property,Notify about incorrect advertisement,,,"electric heating, fireplace","fenced with garden, neighbourhood watch",Data from realestate book,,,,
"Cottage for sale, 1 bedrooms, Veehoidla tn 4, Maardu, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 50 m², total area 78 m²",https://www.kv.ee/muua-ilus-majasuvila-aastaringselt-elamiseks-maa-1-3375476.html,"59.4794716,24.9641199",120000,2,78 m²,,renovated,,1014 m²,,,"furnishing possibility, furniture, packet windows, public transport, electricity",neighbours around neighbours,1,2003,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","urban water, sewerage, washing machine",electric heating,"Internet, cable TV, steel door, neighbourhood watch",Data from realestate book,,,1/1,
