,Title,Description,Link,Location,Price,Rooms,Total area,Number of floors,Condition,Readiness,Ground area,Cadastre no.,Energy mark,Lisainfo,Neighbourhood,Bedrooms,Built in year,Ownership,Notify about incorrect advertisement,Kitchen,Sanitary arrangements,Heating and ventilation,Communications and security,Data from realestate book,Register number,Additional information,This floor/Number of floors,Kulud suvel/talvel,population
926,"House for sale, 1 bedrooms, Pori, Tõrva vald, Valgamaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 120 m², total area 130 m²",https://www.kv.ee/renoveeritudremonditud-kahekorruselises-elumajas-c-3361895.html,"58.0835874,25.8439822",99000.0,4.0,130 m²,2.0,Good condition,ready,,,Missing,"balcony 10 m², wall cupboard, TV-set, electricity, furniture, garage, parking free parking, public transport, farm building, well, box-room, wall wooden wall, roof profiled roof","water body Helme jõgi 100 m, near forest, surrounding buildings private houses, location outside settlement location, roads in good condition roads, neighbours next to neighbours",1.0,1939.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 18 m², kitchen furniture","shower, water boiler, sauna, local water, sewerage","stove heating, õhksoojuspump, heated floors, combined heating, fireplace","Internet, cable TV, neighbourhood watch",Data from realestate book,982640.0,,,,0.0
927,"House for sale, 4 bedrooms, Kostiranna, Kastna, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 249.4 m²",https://www.kv.ee/eesti-edelarannikul-kastna-kuulsate-kadakate-vahel-3371971.html,"58.3402272436933,23.8676206738526",290000.0,7.0,249.4 m²,2.0,,box with doors and windows,20040 m²,,-,"parking free parking, terrace, electricity, packet windows","Liivi laht sea , surrounding buildings private houses, near forest, roads in good condition roads, neighbours next to neighbours",4.0,2008.0,private property,Notify about incorrect advertisement,,"sauna, local water",,,Data from realestate book,,,,,4.0
928,"House for sale, Võra 10, Muraste, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 154 m²",https://www.kv.ee/broneeritud-imeilus-maja-vaatega-merele-muua-suure-3381396.html,"59.464193975838,24.453877893566",379000.0,4.0,154 m²,,ready,,,19801:001:1691,Missing,"balcony , balcony , kitchen, open kitchen, parquet, parking free parking, furnishing possibility, furniture, TV-set, public transport, terrace, farm building, closed courtyard, garage",roads paved roads,,2010.0,private property,,"ceramic shove, refridgerator, kitchen furniture","shower, toilet room and bathroom separate, sauna, sewerage, washing machine, urban water","electric heating, stove heating, fireplace","Internet, neighbourhood watch, fenced with garden",,,,1/2,,444.0
929,"Other for sale, Viinavabriku, Vana-Vigala, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Stone house, total area 331 m²",https://www.kv.ee/kui-sa-oled-unistanud-oma-veinimoisast-siidrikojas-3381363.html,"58.7958492,24.2425596",69000.0,,331 m²,2.0,needs renovating,roofed box,10306 m²,88401:001:0211,,,"near forest, location outside settlement location, roads in good condition roads",,1900.0,,Notify about incorrect advertisement,,,,,,120729223.0,,,,0.0
930,"House for sale, VEHENDI, Vehendi, Elva vald, Tartumaa - Real estate portal KV.EE ","Private ownership, log house, total area 872 m²",https://www.kv.ee/vehendi-paljudele-meenuvad-vahvad-suvepaevad-imeli-3381356.html,"58.22391,26.13103",899999.0,,872 m²,2.0,ready,,10673 m²,66601:007:0080,,,water body lake near,,2007.0,private property,,,,geothermic heating,,Data from realestate book,,,,,4.0
931,"House for sale, 1 bedrooms, majaka, Laulasmaa, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 42 m², total area 88 m²",https://www.kv.ee/merest-jalutuskaigu-kaugusel-aarmiselt-rahulikus-p-3373646.html,"59.3862223,24.240502",149999.0,2.0,88 m²,1.0,all brand-new,ready,,,,"balcony 46 m², parking free parking, parquet, furniture, packet windows, public transport, farm building, box-room, wall cupboard, TV-set, terrace, electricity, dressing room, wall wooden wall, roof tiled roof","Laulasmaa rand, Lohusalu rand sea 1.5 km, near forest, surrounding buildings private houses, roads in good condition roads, neighbours around neighbours",1.0,2016.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","water boiler, shower, sauna, toilet room and bathroom separate, local water, urban water, sewerage","õhksoojuspump, conditioner","Internet, cable TV, video cameras, fenced with garden, neighbourhood watch",Data from realestate book,,,,,364.0
932,"House for sale, Ilumäe põik 6, Loo alevik, Jõelähtme vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 150 m²",https://www.kv.ee/valja-arenenud-piirkonnas-pirita-joest-50-m-kaugus-3381298.html,"59.4126265,24.9460661",333000.0,4.0,150 m²,1.0,renovated,,1157 m²,24504:002:0800,,"kitchen, open kitchen, parquet, wall cupboard, garage, 3*380V, roof tiled roof",water body river near,,1985.0,private property,Notify about incorrect advertisement,,"sauna, water boiler, urban water","central heating, solid fuel, õhksoojuspump, fireplace, fireplace, combined heating",fenced with garden,,,,,,88.0
933,"House for sale, 9 bedrooms, Karu tee 11, Kloogaranna, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 609.5 m²",https://www.kv.ee/link-kinnisvara-videole-httpsyoutu-beqvedtkb9rimmu-3381266.html,"59.353204074987,24.250703580717",1290000.0,14.0,609.5 m²,2.0,ready,,5335 m²,,,"dressing room, water, TV-set, parquet, garage, furnishing possibility, electricity, closed courtyard",water body sea near,9.0,2008.0,private property,,kitchen furniture,"bath, toilet room and bathroom separate, shower, water boiler","heated floors, fireplace, geothermic heating, fireplace",,,,,,,16.0
934,"House for sale, 4 bedrooms, Kuuse tn 3, Are, Tori vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 178.7 m², total area 178.7 m²",https://www.kv.ee/uue-pakkumisena-on-turule-tulnud-see-varskelt-reno-3381240.html,"58.5166317,24.5684067",210000.0,5.0,178.7 m²,2.0,,ready,2578 m²,,D,"parking free parking, electricity, furnishing possibility, packet windows, parquet, garage, public transport, farm building, box-room, TV-set, terrace","near forest, neighbours farther neighbours, surrounding buildings private houses, roads in good condition roads",4.0,2017.0,private property,Notify about incorrect advertisement,"ceramic shove, refridgerator, kitchen furniture","shower, sauna, bath, toilet room and bathroom separate, urban water, sewerage, washing machine","solid fuel, central heating, heated floors, fireplace","Internet, phone, fenced with garden, security system",Data from realestate book,,,,,92.0
935,"House for sale, 1 bedrooms, Kangsti, Rõuge vald, Võrumaa - Real estate portal KV.EE ","Private ownership, log house, total area 66 m²",https://www.kv.ee/muugile-on-tulnud-uue-hingamise-saanud-talumaja-ko-3312430.html,"57.6974042014621,26.7348231969942",46000.0,2.0,66 m²,2.0,renovated,,10219 m²,,,"farm building, deep well, box-room, electricity, 3*380V, packet windows, parquet",,1.0,1929.0,private property,Notify about incorrect advertisement,kitchen furniture,,stove heating,,,,,,,11.0
936,"House for sale, Viljandi mnt 16, Kolga-Jaani, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 69 m², total area 112 m²",https://www.kv.ee/korvalhooneteks-on-puukuur-heinakuun-korvalhoone-g-3381005.html,"58.5346067,25.9394964",48000.0,3.0,112 m²,2.0,needs renovating,ready,11400 m²,,Missing,"basement, electricity, 3*380V, garage, public transport, farm building, well, parking free parking, wall wooden wall, roof asbestos cement roof","roads in good condition roads, neighbours at one side neighbours, surrounding buildings private houses and apartment buildings, location in the center location",,1943.0,private property,Notify about incorrect advertisement,"stove heated with firewood, kitchen 12 m²",,"solid fuel, stove heating",,Data from realestate book,,,,,29.0
937,"House for sale, 3 bedrooms, Lõuna tn 4, Seljametsa, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 150.9 m²",https://www.kv.ee/paikuse-keskuse-laheduses-arenevas-ulevalja-elamur-3381149.html,"58.3831422,24.4969801",210000.0,4.0,150.9 m²,1.0,all brand-new,,1729 m²,,B,"box-room, terrace, electricity, parquet, public transport","roads in good condition roads, neighbours next to neighbours, surrounding buildings private houses",3.0,2022.0,private property,Notify about incorrect advertisement,,"toilet room and bathroom separate, sauna, shower, urban water, sewerage",geothermic heating,"Internet, phone, cable TV, steel door",Data from realestate book,,,,,6062.0
938,"Cottage for sale, 2 bedrooms, Koidutähe tn 47, Ihaste, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","House area 72 m², total area 80 m²",https://www.kv.ee/suvila-on-ehitatud-1988-a-hoone-on-uhekorruseline-3381122.html,"58.3456322,26.7858869",83000.0,3.0,80 m²,1.0,sanitary renovation done,,763 m²,79517:035:0016,,"public transport, farm building, box-room, basement, electricity, packet windows",roads in good condition roads,2.0,1988.0,,Notify about incorrect advertisement,,"shower, sewerage, urban water",,,Data from realestate book,,,,,188.0
939,"House for sale, 5 bedrooms, Väina tee 19, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 268.4 m²",https://www.kv.ee/uhel-merivalja-koige-kaunima-vaatega-tanaval-tuleb-3381087.html,"59.492935,24.836471",480000.0,6.0,268.4 m²,,renovated,,1471 m²,,,"closed courtyard, water, farm building, dressing room, furniture, box-room, garage, ventilation, basement, roof profiled roof",,5.0,1938.0,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture",urban water,"solid fuel, stove heating, fireplace, fireplace",neighbourhood watch,,,,3/3,,1864.0
940,"House for sale, Avanduse, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, total area 295 m²",https://www.kv.ee/remonti-vajav-maakodu-simunast-1-km-kaugusel-maja-3381075.html,"59.0559699,26.4190712",19900.0,4.0,295 m²,1.0,needs renovating,ready,5153 m²,92801:001:0220,,"deep well, basement, 3*380V","surrounding buildings private houses, location outside settlement location, roads in good condition roads",,,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,36.0
941,"House for sale, 2 bedrooms, Aardla tn 18, Ropka, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 154 m²",https://www.kv.ee/muua-heas-korras-maja-otse-omanikult-osaine-moobli-3381039.html,"58.3550822,26.7199266",230000.0,3.0,154 m²,2.0,renovated,ready,,,-,"box-room, terrace, electricity, dressing room, 3*380V, furnishing possibility, parquet, packet windows, parking free parking, public transport, farm building, well, wall wooden wall, roof profiled roof","neighbours around neighbours, in the city location, surrounding buildings private houses, roads in good condition roads",2.0,1951.0,private property,Notify about incorrect advertisement,"electric stove, refridgerator","water boiler, shower, sauna, local water, urban water, sewerage, washing machine","õhksoojuspump, electric heating, gas heating, heated floors, conditioner, gas","Internet, phone, fenced with garden, video cameras, steel door, security system",Data from realestate book,4504503.0,,,,3878.0
942,"Cottage for sale, 2 bedrooms, Rajaküla, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 206.5 m²",https://www.kv.ee/hubane-maamaja-looduskaunis-kohas-laanevirumaa-vai-3381023.html,"59.1133095,26.5949023",139000.0,3.0,206.5 m²,1.0,ready,,5550 m²,,,"new sewerage, open kitchen, separate rooms, separate entryway, farm building, well, garret, roof asbestos cement roof",near forest,2.0,1935.0,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, shower, local water",stove heating,neighbourhood watch,Data from realestate book,,,,,4.0
943,"House for sale, 2 bedrooms, Rajaküla, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 206.5 m²",https://www.kv.ee/hubane-maamaja-looduskaunis-kohas-laanevirumaa-vai-3381022.html,"59.1133095,26.5949023",139000.0,3.0,206.5 m²,1.0,ready,,5550 m²,,,"new sewerage, open kitchen, separate rooms, separate entryway, farm building, well, garret, roof asbestos cement roof",near forest,2.0,1935.0,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, shower, local water",stove heating,neighbourhood watch,Data from realestate book,,,,,4.0
944,"House for sale, 3 bedrooms, Tiiru 16, Männiku, Saku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 200 m², total area 400 m²",https://www.kv.ee/kinnistu-kivimaja-elamispind-200-m-kogupind-400-ml-3380974.html,"59.3396965,24.688167",299000.0,6.0,400 m²,2.0,Good condition,ready,,,Missing,"balcony 12 m², parking free parking, garage, packet windows, public transport, box-room, wall cupboard, basement, TV-set, terrace, electricity, dressing room, 3*380V, furnishing possibility, wall brick wall, roof tiled roof","Мяннику карьер lake 300 m, near forest, surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours next to neighbours",3.0,2001.0,private property,Notify about incorrect advertisement,"electric stove, kitchen 22 m², refridgerator, kitchen furniture","sauna, shower, bath, urban water, sewerage","solid fuel, electric heating, heated floors, liquid fuel, fireplace, combined heating","cable TV, fenced with garden, neighbourhood watch",Data from realestate book,,,,70 € /  220 €,73.0
945,"Farmhouse for sale, Raja, Mulgi vald, Viljandimaa - Real estate portal KV.EE ","House area 112 m², total area 130 m²",https://www.kv.ee/muua-vana-talukoht-looduskaunis-kohas-privaatne-ku-3380960.html,"58.1426344351888,25.4777655024443",27300.0,4.0,130 m²,1.0,needs renovating,ready,12790 m²,19201:001:0580,,,,,1860.0,,Notify about incorrect advertisement,,,,,,,,,,4.0
946,"House for sale, 4 bedrooms, Tammekuru 6, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, log house, total area 181.7 m²",https://www.kv.ee/hinnatud-tammelinna-vaiksesse-piirkonda-on-tulnud-3380963.html,"58.3606151,26.7095496",179000.0,5.0,181.7 m²,2.0,ready,,1200 m²,,,"farm building, well, garage, box-room, roof tiled roof",,4.0,1935.0,private property,Notify about incorrect advertisement,stove heated with firewood,"sauna, urban water",stove heating,fenced with garden,Data from realestate book,,,,,7151.0
947,"House for sale, 2 bedrooms, Lõuna-Käesalu 40, Käesalu, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 151.1 m²",https://www.kv.ee/muua-rohelises-ja-rahulikus-piirkonnas-kloogaranna-2563090.html,"59.361337894624,24.283277111386",121000.0,4.0,151.1 m²,2.0,satisfactory,ready,1155 m²,,,"garage, terrace, electricity, 3*380V, furniture, public transport, box-room, basement, wall ceramisite wall, roof asbestos cement roof","Klooga Rand sea 2 km, near forest, surrounding buildings private houses, roads in good condition roads, neighbours next to neighbours",2.0,,private property,Notify about incorrect advertisement,"electric stove, kitchen furniture","water boiler, shower, sauna, toilet room and bathroom separate, urban water, sewerage, pool","electric heating, õhksoojuspump, heated floors, combined heating, fireplace","Internet, cable TV, security system, neighbourhood watch, video cameras, fenced with garden",Data from realestate book,,,,,9.0
948,"House for sale, 4 bedrooms, Käreda tee 2a, Audru, Pärnu, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 238.8 m²",https://www.kv.ee/heas-korras-maja-parnu-lahedal-audru-alevikus-maja-3380948.html,"58.4109354,24.3660536",219000.0,6.0,238.8 m²,2.0,ready,,3195 m²,,,"water, electricity, roof tar paper roof",,4.0,2014.0,private property,Notify about incorrect advertisement,,,,,,,,,,133.0
949,"House for sale, 3 bedrooms, Suure-Veerksu, Räpina vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, log house, house area 100 m², total area 130 m²",https://www.kv.ee/polvamaal-rapina-vallas-suureveerksu-kulas-muua-ta-3380937.html,"58.0404975,27.4526687",26000.0,5.0,130 m²,2.0,needs renovating,ready,,,-,well,,3.0,1950.0,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,0.0
950,"House for sale, Rahkla, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 251.4 m²",https://www.kv.ee/kinnistu-kulgneb-asja-valminud-kovakattega-teegapo-3354472.html,"59.0996452203346,26.5312235430106",8500.0,,251.4 m²,1.0,,ready,6317 m²,38101:001:0183,Missing,,,,,private property,,,,,,,4494931.0,,,,12.0
951,"Farmhouse for sale, Pada-Aruküla, Viru-Nigula vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, total area 80.9 m²",https://www.kv.ee/muua-kivisilla-talu-tegu-on-polise-talukohaga-hoon-3355861.html,"59.441228826729,26.7437828226122",16000.0,,80.9 m²,1.0,needs renovating,,17671 m²,90202:005:0087,-,,,,,private property,,,,,,,3215231.0,,,,4.0
952,"House for sale, Rahkla, Vinni vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 138.7 m²",https://www.kv.ee/muuakse-maakividest-hooneelekter-3-x-230-20-a-labi-3354884.html,"59.100098410046,26.5313468809814",7500.0,,138.7 m²,1.0,needs renovating,,2320 m²,38101:001:0182,,,,,1910.0,private property,Notify about incorrect advertisement,,,,,,4470731.0,,,,4.0
953,"House for sale, Räni tn 13, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","House area 300 m², total area 425.5 m²",https://www.kv.ee/muua-funkstiilis-maja-tammelinnas-vaikses-tupiktan-3380935.html,"58.3633688,26.7084808",187000.0,10.0,425.5 m²,3.0,needs renovating,box with doors and windows,633 m²,79504:042:0034,,garage,,,1984.0,,Notify about incorrect advertisement,,,"solid fuel, stove heating, gas heating, central heating",,Data from realestate book,,,,,7151.0
954,"House for sale, 3 bedrooms, Aianduse tee 54, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 135 m²",https://www.kv.ee/muua-hea-planeeringu-ja-hea-asukohaga-maja-pirita-3380912.html,"59.4892125,24.8713168",295000.0,4.0,135 m²,2.0,satisfactory,ready,,,-,"parquet, wall cupboard, terrace, furnishing possibility, packet windows, parking free parking, roof profiled roof",roads in good condition roads,3.0,2003.0,private property,Notify about incorrect advertisement,,"sauna, bath, shower, water boiler, toilet room and bathroom separate, urban water, sewerage","õhksoojuspump, heated floors, combined heating","Internet, cable TV, fenced with garden, security system",Data from realestate book,,,,,885.0
955,"Farmhouse for sale, 2 bedrooms, Salla, Väike-Maarja vald, Lääne-Virumaa - Real estate portal KV.EE ","Private ownership, log house, house area 76 m², total area 125 m²",https://www.kv.ee/palkmaja-mis-asub-pandivere-korgustikul-emumae-all-3238685.html,"58.9593444,26.3801952",28000.0,3.0,125 m²,1.0,satisfactory,ready,1000 m²,,,,"water body lake 3 km, near forest, surrounding buildings private houses, location in the center location, roads in good condition roads, neighbours around neighbours",2.0,,private property,Notify about incorrect advertisement,stove heated with firewood,"water boiler, shower, sewerage",stove heating,,,,"farm building, well, box-room, electricity, furnishing possibility, packet windows, parking free parking, public transport, wall wooden wall, roof asbestos cement roof",,,4.0
956,"House for sale, 4 bedrooms, Asuka, Saaremaa vald, Saaremaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 200 m²",https://www.kv.ee/privaatne-kinnistu-asub-saaremaa-pohjarannikul-lei-3380858.html,"58.5686333,22.4709321",159000.0,6.0,200 m²,2.0,satisfactory,,10404 m²,,,"balcony , parking free parking",,4.0,1995.0,private property,Notify about incorrect advertisement,,"sauna, water boiler, shower","stove heating, õhksoojuspump",Internet,,,,,,4.0
957,"House for sale, 4 bedrooms, Tuulemurru 8, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 398.8 m²",https://www.kv.ee/veskimoldres-tuulemurru-8-on-muua-heas-korras-suur-3380837.html,"59.3600467,24.6086999",475000.0,7.0,398.8 m²,3.0,ready,,2185 m²,,,"parquet, 3*380V, electricity, closed courtyard, basement, water, roof profiled roof",surrounding buildings private houses,4.0,2000.0,private property,Notify about incorrect advertisement,electric stove,"shower, toilet room and bathroom separate, bath, water boiler, sauna, urban water, sewerage","õhksoojuspump, gas heating, central heating, gas, fireplace","Internet, cable TV",,,,,,470.0
958,"House for sale, 2 bedrooms, Palupera tee 4, Otepää linn, Otepää vald, Valgamaa - Real estate portal KV.EE ","Private ownership, log house, total area 117.4 m²",https://www.kv.ee/muua-palupera-tee-alguses-asuv-heas-korras-majaosa-3331602.html,"58.0608057,26.4944315",75000.0,3.0,117.4 m²,2.0,Good condition,ready,1320 m²,,Missing,"parking free parking, terrace, electricity, furnishing possibility, packet windows, parquet, public transport, farm building, well, box-room, TV-set","neighbours around neighbours, surrounding buildings private houses, in the city location, roads in good condition roads",2.0,,private property,Notify about incorrect advertisement,"electric stove, refridgerator, kitchen furniture","shower, water boiler, urban water, sewerage, washing machine",geothermic heating,"Internet, steel door, fenced with garden",Data from realestate book,,,,30 € /  180 €,409.0
959,"House for sale, Võisiku tee 2, Võisiku, Põltsamaa vald, Jõgevamaa - Real estate portal KV.EE ",Panel house,https://www.kv.ee/krundi-piirile-toodud-vee-ja-kanalisatsiooni-liit-3136503.html,"58.6281784,25.9228401",19900.0,,,3.0,needs renovating,,10066 m²,61603:001:0043,-,,water body lake 300 m,,1986.0,,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,75.0
960,"Other for sale, Lootsmanni, Helmküla, Lääneranna vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 128 m²",https://www.kv.ee/kui-otsid-midagi-erilist-siis-palun-vaga-suvemaja-3380803.html,"58.4513663,23.7459364",64000.0,8.0,128 m²,2.0,sanitary renovation needed,ready,1694 m²,,-,"well, box-room, 3*380V, furnishing possibility, packet windows, parking free parking",,,1964.0,private property,Notify about incorrect advertisement,,,,,Data from realestate book,,,,,4.0
961,"House for sale, Haava talu, Äteniidi, Peipsiääre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 66 m²",https://www.kv.ee/muua-hoonestatud-kinnistu-ateniidi-kulas-mille-suu-3380793.html,"58.6716829,27.0176577",110000.0,3.0,66 m²,1.0,renovated,,12541 m²,57601:001:0034,,"new sewerage, kitchen, 3*380V, well, new electricity, farm building, furniture",water body lake near,,1925.0,private property,Notify about incorrect advertisement,"gas stove, refridgerator","shower, sauna, water boiler, local water, washing machine",stove heating,"Internet, cable TV, fenced with garden",,,,,,144.0
962,"House for sale, Kikka tee 7, Karula, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Private ownership, total area 91.7 m²",https://www.kv.ee/karula-kulas-kikka-kinnistutele-valmib-2022-a-uus-3380738.html,"58.394938096299,25.63427200115",199900.0,4.0,91.7 m²,1.0,ready,,2493 m²,,Missing,"electricity, parking free parking, deep well",roads paved roads,,2022.0,private property,,,"sewerage, local water",central heating,,,,,,,7.0
963,"House for sale, 3 bedrooms, VIIMSI PÄRL, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, monolithic, total area 431.4 m²",https://www.kv.ee/kas-sinu-uus-kodu-voiks-olla-ekstravagante-ja-taie-3380734.html,"59.4989692,24.837514",3150000.0,7.0,431.4 m²,2.0,,,4679 m²,,,"balcony , balcony 8.3 m², open kitchen, TV-set, parquet, terrace, parking free parking, public transport, wall cupboard, high ceilings, closed courtyard, separate rooms, water, furniture, electricity, dressing room, garage","surrounding buildings private houses, water body sea near",3.0,2007.0,private property,,"ceramic shove, refridgerator, kitchen furniture","toilet room and bathroom separate, bath, shower, sauna, sewerage, urban water, washing machine","gas heating, heated floors, central heating, fireplace, fireplace, gas","Internet, fenced with garden, security system",Data from realestate book,,,,,1864.0
964,"Cottage for sale, 1 bedrooms, Rannapungerja, Alutaguse vald, Ida-Virumaa - Real estate portal KV.EE ","Wooden house, house area 26 m², total area 40 m²",https://www.kv.ee/vali-omale-kasvoi-igapaev-meeleparane-elamispaik-e-3380714.html,"58.9862590412277,27.1780471636861",72000.0,1.0,40 m²,1.0,all brand-new,ready,,,-,"balcony 24 m², terrace, electricity, furniture, box-room, wall cupboard, TV-set","water body river 1 m, neighbours farther neighbours, beach length 300 m",1.0,2021.0,,,"gas stove, refridgerator, kitchen furniture","water boiler, shower, sauna, local water, sewerage",gas heating,Internet,,,,,,15.0
965,"House for sale, 4 bedrooms, C.R. Jakobsoni, Vändra, Põhja-Pärnumaa vald, Pärnumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 222 m², total area 315 m²",https://www.kv.ee/vesi-on-tsentraalne-kanalisatsioon-tsentraalne-kog-3356965.html,,,8.0,315 m²,2.0,Good condition,ready,,,-,"parquet, garage, parking free parking, public transport, farm building, box-room, wall cupboard, basement, TV-set, electricity, dressing room, 3*380V, wall cinder block wall, roof asbestos cement roof",water body lake near,4.0,1995.0,private property,Notify about incorrect advertisement,"ceramic shove, kitchen 25.1 m², refridgerator, kitchen furniture","water boiler, toilet room and bathroom separate, sauna, bath, shower, washing machine, sewerage, urban water","central heating, solid fuel, fireplace","Internet, cable TV, neighbourhood watch, steel door",Data from realestate book,688606.0,,,,0.0
966,"House for sale, 2 bedrooms, Muru 2, Valga linn, Valga vald, Valgamaa - Real estate portal KV.EE ","Wooden house, house area 64 m²",https://www.kv.ee/renoveerimist-vajav-maja-maja-seest-tuhjaks-lohutu-3376633.html,"57.7737474,26.0312276",13000.0,3.0,,1.0,needs renovating,ready,299 m²,,-,"wall wooden wall, roof asbestos cement roof",,2.0,1949.0,,,,,,,,,,,,1657.0
967,"House for sale, Tiirisule tee 16, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 142.2 m²",https://www.kv.ee/uue-veskimoldre-elurajooni-naabruskonnas-tiirisule-3380683.html,"59.362882858619,24.572003773914",345000.0,4.0,142.2 m²,1.0,,,1521 m²,72601:001:0450,B,"open kitchen, 3*380V, separate entryway, closed courtyard, ventilation, roof profiled roof",,,2022.0,private property,,,"bath, toilet room and bathroom separate, water boiler, shower, sauna, urban water",heated floors,"fenced with garden, steel door",,,,,,16.0
968,"House for sale, Tiirisule tee 18, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 142.2 m²",https://www.kv.ee/uue-veskimoldre-elurajooni-naabruskonnas-tiirisule-3380682.html,"59.363085151934,24.572186164127",345000.0,4.0,142.2 m²,1.0,,,1517 m²,72601:001:0449,B,"open kitchen, 3*380V, separate entryway, closed courtyard, ventilation, roof profiled roof",,,2022.0,private property,,,"bath, toilet room and bathroom separate, water boiler, shower, sauna, urban water",heated floors,"fenced with garden, steel door",,,,,,16.0
969,"House for sale, Allika tee 5a, Himmaste, Põlva vald, Põlvamaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 148 m²",https://www.kv.ee/muugile-on-tulnud-himmastes-kulas-allika-teel-asuv-3380647.html,"58.091234516911,27.079128304411",51900.0,7.0,148 m²,,needs renovating,,819 m²,,Missing,"3*380V, electricity",roads gravel roads,,1970.0,private property,,stove heated with firewood,,stove heating,neighbourhood watch,,,,1/2,,7.0
970,"House for sale, 3 bedrooms, Koiduvahe tn 7, Tila, Tartu vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 133 m², total area 208 m²",https://www.kv.ee/lisainfo-parkett-moobel-pakettaknad-uhistransport-3379507.html,"58.4137172,26.7594173",265000.0,4.0,208 m²,1.0,Good condition,ready,,,-,"farm building, public transport, TV-set, terrace, electricity, furnishing possibility, furniture, packet windows, parquet, parking free parking, box-room, wall cupboard, wall brick wall, roof tiled roof","surrounding buildings private houses, location in suburb location, roads in good condition roads, neighbours around neighbours",3.0,2014.0,private property,Notify about incorrect advertisement,"electric stove, kitchen 20 m², refridgerator, kitchen furniture","shower, sauna, urban water, sewerage, washing machine","stove heating, õhksoojuspump, conditioner, combined heating, fireplace","Internet, cable TV, neighbourhood watch, fenced with garden",Data from realestate book,4197204.0,,,60 € /  130 €,185.0
971,"House for sale, Tuuleveski tn 6, Tabivere, Tartu vald, Tartumaa - Real estate portal KV.EE ","Stone house, house area 124 m², total area 124 m²",https://www.kv.ee/tuuleveski-talu-ehitati-1861-aastal-tolleaegse-vol-3353012.html,"58.5498225,26.6031123",85000.0,4.0,124 m²,1.0,needs renovating,,1222 m²,77301:001:0397,,,"water body Saadjärv 500 m, surrounding buildings private houses and apartment buildings, location in the center location, roads in good condition roads, neighbours around neighbours",,1860.0,,Notify about incorrect advertisement,,,,,,4049750.0,,,,374.0
