Title,Description,Link,Location,Price,Rooms,Bedrooms,Total area,Number of floors,Built in year,Condition,Ownership,Ground area,Data from realestate book,Notify about incorrect advertisement,Lisainfo,Sanitary arrangements,Heating and ventilation,Communications and security,Kitchen,Cadastre no.,Energy mark,Readiness,Register number,Neighbourhood,This floor/Number of floors,Kulud suvel/talvel,Additional information
"Maisonette for sale, 4 bedrooms, Lõuendi 1-2, Ihaste, Tartu, Tartumaa - Real estate portal KV.EE ",Total area 157.4 m²,https://www.kv.ee/maja-valmib-hiljemalt-august-2022a-voimalus-siseku-3392169.html,"58.358974,26.793771",329000,5,4,157.4 m²,2,2022,all brand-new,,1467 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 11, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.7 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3386453.html,"59.441433,24.899824",285000,5,4,100.7 m²,2,2022,all brand-new,apartment ownership,1110 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, water","sewerage, urban water",,cable TV,,,,,,,,,
"Row house box for sale, 3 bedrooms, Saarekese tn 12, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 121.5 m²",https://www.kv.ee/muua-2022-aastal-valmiv-vaga-hea-asukohaga-ridaela-3387939.html,"58.3547856,26.6580805",215000,4,3,121.5 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","bath, shower, sauna, urban water, sewerage",geothermic heating,,,28301:001:0395,,,,,,,
"Row house box for sale, 3 bedrooms, Uugla, Lääne-Nigula vald, Läänemaa - Real estate portal KV.EE ","Stone house, total area 63 m²",https://www.kv.ee/4-12-2021-kell-12001400-ootan-koiki-huvilisi-klien-3373587.html,"58.9957377,23.7693684",20000,4,3,63 m²,2,1966,needs renovating,,12481 m²,Data from realestate book,Notify about incorrect advertisement,"basement, parking free parking",local water,stove heating,neighbourhood watch,,,,ready,,"location outside settlement location, roads in good condition roads",,,
"Maisonette for sale, 3 bedrooms, Toomkivi 21, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381587.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3221 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Kesa tee 19, Limu, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 117.1 m², total area 128.7 m²",https://www.kv.ee/hea-voimalus-kolida-elama-linna-lahedale-maale-muu-3392247.html,"59.3486821,24.9666786",375000,4,3,128.7 m²,2,2020,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"parking free parking, electricity, dressing room, furnishing possibility, packet windows, parquet, box-room, terrace","sauna, shower, bath, washing machine",heated floors,"video cameras, fenced with garden, security system","electric stove, refridgerator, kitchen furniture",,,ready,,"near forest, surrounding buildings private houses, roads in good condition roads",,,
"Row house box for sale, 3 bedrooms, Iirise tn 8, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 98.4 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375108.html,"58.355921,26.766155",189000,4,3,98.4 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0985,,,,,,,
"Row house box for sale, 3 bedrooms, Aaslina tn 1, Haabersti, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 113.9 m², total area 138.5 m²",https://www.kv.ee/korteriomand-kivimaja-luccarannal-on-oma-kindel-su-3332597.html,"59.4257137,24.6457945",304900,4,3,138.5 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Maisonette for sale, 3 bedrooms, Niine, Kurevere, Märjamaa vald, Raplamaa - Real estate portal KV.EE ","Apartment ownership, panel house, total area 89.3 m²",https://www.kv.ee/rahulikus-ja-rohelises-kurevere-kulas-muuakse-pool-3389463.html,"58.7405728,24.3815127",22500,4,3,89.3 m²,,1979,needs renovating,apartment ownership,,,Notify about incorrect advertisement,"street entrance, separate rooms, electricity, box-room, farm building, roof tin roof","water boiler, shower, local water",electric heating,,,88402:001:0341,,,,near forest,1/2,,
"Row house box for sale, 3 bedrooms, Saarekese tn 12, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 121.5 m²",https://www.kv.ee/muua-2022-aastal-valmiv-vaga-hea-asukohaga-ridaela-3387947.html,"58.3547856,26.6580805",205000,4,3,121.5 m²,2,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"box-room, terrace, electricity, dressing room, packet windows, parquet, parking free parking","bath, shower, sauna, urban water, sewerage",geothermic heating,,,28301:001:0395,,,,,,,
"Maisonette for sale, 4 bedrooms, Ristiku 31, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129 m²",https://www.kv.ee/uuenduskolmapaeval-24-novembril-toimus-2-korruse-l-3393425.html,"58.3493122,26.7093069",323000,5,4,129 m²,2,2022,all brand-new,apartment ownership,1146 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , parking free parking, box-room",,õhksoojuspump,,kitchen 7.3 m²,,,,,,,,
"Row house box for sale, Vikerkaare, Viljandi, Viljandimaa - Real estate portal KV.EE ","Private ownership, stone house, total area 181.6 m²",https://www.kv.ee/privileeg-on-nautida-linnaaarset-elukvaliteeti-oma-3359699.html,"58.3716423,25.5738492",185000,5,,181.6 m²,3,2005,renovated,private property,255 m²,,Notify about incorrect advertisement,"balcony , kitchen, separate rooms, garage, parquet, roof tiled roof","shower, water boiler, bath, sauna, urban water","solid fuel, conditioner",,ceramic shove,89701:001:0140,,,,near forest,,,
"Maisonette for sale, 3 bedrooms, Laane tee 15, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 153.2 m²",https://www.kv.ee/muua-2022-aasta-maikuu-lopus-valmiv-paarismaja-bok-3381714.html,"58.3288907,26.794421",189000,4,3,153.2 m²,,2022,all brand-new,private property,850 m²,Data from realestate book,Notify about incorrect advertisement,"terrace, electricity, parquet, parking free parking, box-room","shower, toilet room and bathroom separate, sauna, urban water, sewerage","heated floors, combined heating",Internet,,,B,,,"roads in good condition roads, Kurepalu lake 1,000 m",1/1,,
"Maisonette for sale, 3 bedrooms, Saarekese 8-1, Räni, Kambja vald, Tartumaa - Real estate portal KV.EE ",Total area 105.2 m²,https://www.kv.ee/kas-sinul-on-soov-elada-linna-lahedal-looduse-kesk-3331839.html,"58.3537892,26.6514438",202000,,3,105.2 m²,2,2021,all brand-new,,,,,,,,,,28301:001:0398,A,ready,,,,,
"Row house box for sale, 4 bedrooms, Liiva tee 15, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 116 m², total area 139 m²",https://www.kv.ee/paris-inimesed-paris-kodud-paris-elu-maaliliselt-k-3383727.html,"59.3729926,24.8096923",284900,5,4,139 m²,2,2023,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"packet windows, electricity, parquet, box-room, terrace","sauna, shower, bath, urban water, sewerage, washing machine","heated floors, õhksoojuspump","Internet, phone, cable TV, neighbourhood watch, fenced with garden",electric stove,,,ready,,"neighbours around neighbours, near forest, surrounding buildings private houses and apartment buildings, location outside settlement location, roads in good condition roads, Ülemiste järv lake",,,
"Maisonette for sale, 3 bedrooms, Toomhansu 8, Kiili, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 120 m²",https://www.kv.ee/kiili-kodukvartali-uusarendus-inspireerivad-ja-hin-3381584.html,"59.3097965,24.8367254",286500,5,3,120 m²,,2022,all brand-new,apartment ownership,3251 m²,Data from realestate book,Notify about incorrect advertisement,"ventilation, parquet, lift, parking free parking",,,,,,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Vahi tee 11, Vahi, Harku vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 109.9 m²",https://www.kv.ee/suureparane-pakkumine-looduslahedust-hindavatele-i-3374375.html,"59.3785499,24.4571973",247000,5,3,109.9 m²,2,,,private property,798.8 m²,,Notify about incorrect advertisement,"dressing room, parking free parking, terrace","shower, toilet room and bathroom separate, bath, sewerage, urban water",,,,19801:011:0836,,,12442602,roads in good condition roads,,,
"Maisonette for sale, 2 bedrooms, Katkuniidu tee 2b, Metsakasti, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 137 m²",https://www.kv.ee/muua-majaosa-ilusas-ja-vaikses-piirkonnas-metsakas-3382930.html,"59.4896649,24.9133484",198000,4,2,137 m²,2,2005,ready,joint ownership,770 m²,,Notify about incorrect advertisement,"new sewerage, open kitchen, new electricity, public transport, wall cupboard, parking free parking, high ceilings, separate entryway, closed courtyard, water, electricity, roof profiled roof","shower, water boiler, sewerage, urban water","gas heating, heated floors, electric heating, gas","cable TV, fenced with garden","refridgerator, kitchen furniture",,,,,"location in suburb location, near forest, surrounding buildings private houses, water body sea near",,,
"Maisonette for sale, 5 bedrooms, Aardla 156/3, Ränilinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Private ownership, stone house, total area 216 m²",https://www.kv.ee/heas-korras-suur-kodu-tupiktanava-lopus-kinnisvara-3385140.html,"58.35159,26.679976",215000,6,5,216 m²,3,1995,renovated,private property,298 m²,,Notify about incorrect advertisement,"balcony , open kitchen, water, parquet, street entrance, public transport, wall cupboard, new electricity, organisation through the few floors, separate entryway, closed courtyard, separate rooms, parking free parking, electricity, dressing room, basement, garage, roof tiled roof","shower, water boiler, sauna, toilet room and bathroom separate, washing machine, sewerage, urban water","central heating, fireplace, gas","Internet, phone, cable TV, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,,,"in the city location, surrounding buildings apartment buildings",,,
"Maisonette for sale, 3 bedrooms, Sepikoja tee 1/1 1, Vääna, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, frame house, total area 123.3 m²",https://www.kv.ee/alustame-vaana-kulas-asuva-sepikoja-tee-11-ja-12-m-3349787.html,"59.2991338,25.1750389",246000,4,3,123.3 m²,1,2022,all brand-new,apartment ownership,384 m²,Data from realestate book,Notify about incorrect advertisement,,"shower, sauna, toilet room and bathroom separate, sewerage, urban water","heated floors, heated floors, geothermic heating",,electric stove,,,,,"water body sea near, location in the center location",,,"new sewerage, open kitchen, electricity, street entrance, public transport, new electricity, parquet, 3*380V, parking free parking, water, roof profiled roof"
"Row house box for sale, 4 bedrooms, Tamme pst 36, Tammelinn, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Stone house, house area 98.2 m², total area 120.2 m²",https://www.kv.ee/miljoovaartusliku-tammelinna-sudames-tammelinna-ra-3263899.html,"58.3617656,26.7037817",239000,5,4,120.2 m²,2,2018,Good condition,,1002 m²,,Notify about incorrect advertisement,"terrace, electricity, dressing room, furniture, packet windows, parquet, parking free parking, public transport, box-room, wall cupboard, TV-set","toilet room and bathroom separate, bath, shower, urban water, sewerage, washing machine",central heating,"Internet, cable TV, fenced with garden","ceramic shove, refridgerator, kitchen furniture",,,ready,,"surrounding buildings private houses, in the city location, roads in good condition roads",,,
"Row house box for sale, 3 bedrooms, Kesk-Vaela 27, Vaela, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 93.6 m², total area 105.6 m²",https://www.kv.ee/arenduseleht-httpskiili-wingmacht-eemaja-luhikirje-3384157.html,"59.3274921,24.7989023",245000,4,3,105.6 m²,1,2022,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"parquet, dressing room, packet windows","shower, sauna, urban water, sewerage",,,,30501:001:0262,,,,,,,
"Maisonette for sale, Lilli, Anija vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, house area 43.5 m², total area 43.5 m²",https://www.kv.ee/muugipakkumises-on-majaosa-lilli-kulas-maja-katus-3374318.html,"59.3760253482315,25.3503583550863",38000,2,,43.5 m²,,1957,needs renovating,private property,1983 m²,Data from realestate book,Notify about incorrect advertisement,electricity,water boiler,stove heating,,stove heated with firewood,14001:002:3100,,,,,1/1,,
"Maisonette for sale, 3 bedrooms, Pargi tee 1, Haaslava, Kastre vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.1 m²",https://www.kv.ee/muua-2022-a-suvel-valmivad-ridaelamuboksid-arteesi-3374156.html,"58.3261358,26.7939682",190000,4,3,133.1 m²,2,2021,all brand-new,apartment ownership,,,,"balcony , open kitchen, water, organisation through the few floors, separate rooms, electricity, dressing room, parquet","toilet room and bathroom separate, bath, shower, sauna, urban water","heated floors, gas heating, gas",steel door,,,B,,,"water body lake near, surrounding buildings private houses",,,
"Maisonette for sale, 3 bedrooms, Keskuse tee 9/2, Vahi alevik, Tartu vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 111.9 m²",https://www.kv.ee/muugile-on-joudnud-maakuttega-a-energiatohususe-kl-3377210.html,"58.407848,26.7456725",189900,4,3,111.9 m²,2,2022,all brand-new,apartment ownership,,,,"new sewerage, open kitchen, ventilation, new electricity, parking free parking, closed courtyard, public transport, electricity, parquet, dressing room, box-room, separate rooms, street entrance, separate entryway, organisation through the few floors","sauna, shower, bath, toilet room and bathroom separate, urban water","heated floors, geothermic heating","Internet, steel door, fenced with garden",kitchen 8.8 m²,,A,,,near forest,,,
"Maisonette for sale, 2 bedrooms, Lootuse tn 2, Karlova, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 80.9 m²",https://www.kv.ee/kui-sa-otsid-endale-renoveeritud-elamist-karlovass-3352947.html,"58.37031,26.7262613",169900,4,2,80.9 m²,,,Good condition,joint ownership,599 m²,Data from realestate book,Notify about incorrect advertisement,"farm building, box-room, wall cupboard, electricity, dressing room, furniture, packet windows, garage","shower, washing machine, urban water, sewerage","central heating, stove heating",,,,Missing,ready,,,2/2,,
"Row house box for sale, 4 bedrooms, Kiviaia tee 7, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.6 m²",https://www.kv.ee/koigil-ridaelamutel-on-sissepaasud-parkimiasala-po-3391794.html,"59.4706223544907,24.8820605369568",534400,5,4,133.6 m²,2,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 12.6 m², parking free parking, parquet, box-room, terrace, packet windows","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, gas heating","Internet, cable TV, steel door, security system",,,B,ready,14429350,,,,
"Maisonette for sale, 3 bedrooms, Sõpruse 24/3, Ahtme, Kohtla-Järve, Ida-Virumaa - Real estate portal KV.EE ",Total area 239.1 m²,https://www.kv.ee/broneeritud-muua-ridaelamuboks-kohtlajarvel-soprus-3326005.html,"59.32329595,27.412306407023",79000,4,3,239.1 m²,,,satisfactory,,250 m²,Data from realestate book,,,,,,,,Missing,ready,,,,,
"Row house box for sale, 3 bedrooms, Puiatu tee 7, Puiatu, Viljandi vald, Viljandimaa - Real estate portal KV.EE ","Apartment ownership, panel house, house area 78 m², total area 78 m²",https://www.kv.ee/muua-ridaelamuboks-viljandimaal-puiatu-kulas-ridae-3388076.html,"58.3600163,25.4225993",45000,4,3,78 m²,2,1985,needs renovating,apartment ownership,16357 m²,Data from realestate book,Notify about incorrect advertisement,"public transport, basement, packet windows","shower, bath, water boiler, sewerage, urban water","electric heating, central heating",,,,,,,"surrounding buildings apartment buildings, neighbours at one side neighbours",,,
"Row house box for sale, 3 bedrooms, Veskikaare tn 5, Tammiste, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 124.1 m²",https://www.kv.ee/muua-parnu-linna-lahedal-tammistes-hinnatud-eluraj-3287016.html,"58.3908064,24.5759833",185000,4,3,124.1 m²,2,2021,all brand-new,apartment ownership,1518 m²,Data from realestate book,Notify about incorrect advertisement,"new sewerage, balcony , open kitchen, new electricity, ventilation, street entrance, public transport, electricity, parking free parking, box-room, closed courtyard, separate rooms, separate entryway, organisation through the few floors, parquet, roof tar paper roof","toilet room and bathroom separate, shower, sauna, water boiler, urban water",heated floors,"Internet, cable TV, steel door, neighbourhood watch",ceramic shove,,,,,near forest,,,
"Maisonette for sale, 4 bedrooms, Ristiku 31, Variku, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 129 m²",https://www.kv.ee/uuenduskolmapaeval-24-novembril-toimus-2-korruse-l-3389594.html,"58.3493122,26.7093069",297000,5,4,129 m²,2,2022,all brand-new,apartment ownership,1146 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , parking free parking, box-room",,õhksoojuspump,,kitchen 7.3 m²,,,,,,,,
"Maisonette for sale, 3 bedrooms, Köleri 16b, Kadriorg, Tallinn, Harjumaa - Real estate portal KV.EE ","Wooden house, total area 100.8 m²",https://www.kv.ee/hindamisakt-olemas-summale-336-000-eur-muua-4toali-3167454.html,"59.4375466,24.7781022",329000,4,3,100.8 m²,2,2017,renovated,,,Data from realestate book,,,"shower, bath, urban water, sewerage, washing machine","heated floors, gas heating, fireplace","Internet, cable TV, steel door, neighbourhood watch, security system","gas stove, refridgerator, kitchen furniture",,Missing,,,,,,"parking free parking, packet windows, parquet, box-room, wall cupboard, electricity, dressing room, furnishing possibility"
"Maisonette for sale, 3 bedrooms, Kloogaranna tee  16, Laulasmaa, Lääne-Harju vald, Harjumaa - Real estate portal KV.EE ",Total area 128.5 m²,https://www.kv.ee/muua-4toalised-paarismajad-laulasmaal-kloogaranna-3326028.html,"59.37427565,24.24427465",250000,4,3,128.5 m²,2,2020,all brand-new,,1498 m²,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Maisonette for sale, 2 bedrooms, Tammelehe tn 2, Tabasalu, Harku vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 121 m²",https://www.kv.ee/asukohttabasalu-sudames-rohelises-elamupiirkonnas-3391680.html,"59.42551,24.554209",299000,3,2,121 m²,2,2019,,apartment ownership,6875 m²,,Notify about incorrect advertisement,"balcony , parking free parking","sauna, shower, bath",heated floors,"Internet, phone, security system, steel door",,19801:001:3043,,,,,,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.7 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3372811.html,,,5,4,100.7 m²,2,2022,all brand-new,apartment ownership,411 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, box-room, roof tar paper roof","bath, sauna, shower, toilet room and bathroom separate, urban water, sewerage",geothermic heating,cable TV,,,,,,,,,
"Row house box for sale, 4 bedrooms, Vanatoa tee 5, Lähtse, Kiili vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, wooden house, total area 100.4 m²",https://www.kv.ee/httpsrabarebase-eekiili-aleviku-kulje-all-valmib-2-3372809.html,"59.292014,24.863741",232000,5,4,100.4 m²,2,2022,all brand-new,apartment ownership,245 m²,Data from realestate book,Notify about incorrect advertisement,"open kitchen, ventilation, water, roof tar paper roof","sewerage, urban water",geothermic heating,,,,,,,,,,
"Row house box for sale, 3 bedrooms, Andrese tee 8/4, Järveküla, Rae vald, Harjumaa - Real estate portal KV.EE ","Private ownership, wooden house, total area 106.2 m²",https://www.kv.ee/broneeritud-hubane-ja-stiilne-ridaelamuboks-jarvek-3388267.html,"59.380538,24.7965442",320000,4,3,106.2 m²,1,2018,ready,private property,,,,"open kitchen, high ceilings, water, parking free parking, separate rooms, dressing room, separate entryway, parquet, furnishing possibility, electricity, roof tin roof","shower, toilet room and bathroom separate, water boiler, sauna, sewerage","õhksoojuspump, heated floors",,"refridgerator, kitchen furniture",,B,,,surrounding buildings private houses,,,
"Row house box for sale, 3 bedrooms, Põldheina tee 2, Haabneeme, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Private ownership, stone house, house area 139.4 m², total area 147 m²",https://www.kv.ee/muua-suure-ja-privaatse-kinnistuga-ridaelamuboks-k-3349419.html,"59.5186969,24.8371752",345500,4,3,147 m²,2,2008,Good condition,private property,,Data from realestate book,Notify about incorrect advertisement,"parking free parking, wall cupboard, terrace, electricity, dressing room, furnishing possibility, packet windows, parquet, public transport, box-room","sauna, bath, shower, urban water, sewerage, washing machine","gas heating, heated floors","steel door, fenced with garden","induktsioon pliit, refridgerator, kitchen furniture",,-,ready,6932302,"location in the center location, roads in good condition roads, water body sea near, surrounding buildings private houses and apartment buildings, near forest",,85 € /  180 €,
"Row house box for sale, Nõlva tee 4a/2, Uhti, Kambja vald, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 114.3 m²",https://www.kv.ee/kui-soovid-elada-linna-lahedal-kuid-samas-looduse-3376511.html,"58.286651033212,26.718468686555",190900,5,,114.3 m²,,2022,all brand-new,apartment ownership,6713 m²,,Notify about incorrect advertisement,"balcony , balcony 15.2 m², open kitchen, parquet, box-room, terrace, separate entryway","shower, sauna, sewerage, urban water",central heating,,,94901:009:0517,,,,roads paved roads,1/2,,
"Row house box for sale, 3 bedrooms, Iirise tn 12, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 100.8 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3391384.html,"58.356255,26.766489",189000,4,3,100.8 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,
"Maisonette for sale, 3 bedrooms, Tammelehe tee 51, Alliku, Saue vald, Harjumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 165.6 m²",https://www.kv.ee/2022-a-varakevadel-valmib-alliku-kulas-saue-vallas-3382160.html,"59.3679356,24.590755",350000,5,3,165.6 m²,2,2022,,joint ownership,806.5 m²,,Notify about incorrect advertisement,"new sewerage, separate entryway, organisation through the few floors, parking free parking, new electricity, high ceilings, street entrance, ventilation, box-room, separate rooms, closed courtyard, public transport, electricity, furnishing possibility, roof tar paper roof","sauna, bath, shower, toilet room and bathroom separate, urban water",gas heating,fenced with garden,kitchen 12.7 m²,72701:001:0357,,,,near forest,,,
"Row house box for sale, 4 bedrooms, Kiviaia tee 3, Pirita, Tallinn, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 133.8 m²",https://www.kv.ee/ehitatavas-ridaelamus-on-kokku-6-boksi-suurusega-1-3375327.html,"59.464714,24.892725",535200,5,4,133.8 m²,2,2022,all brand-new,apartment ownership,369.1 m²,Data from realestate book,Notify about incorrect advertisement,"balcony 12.6 m², parquet, terrace, electricity, dressing room, packet windows","toilet room and bathroom separate, shower, bath, sauna, urban water, sewerage","heated floors, gas heating","Internet, phone, cable TV, steel door",,,B,,,,,,
"Maisonette for sale, 3 bedrooms, Jänese tee 12, Vorbuse, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, total area 125 m²",https://www.kv.ee/muua-tartu-linnapiirist-4-km-kaugusel-vorbuse-kula-3373057.html,"58.423938,26.660432",109000,4,3,125 m²,2,1985,satisfactory,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,,,,,,,,ready,,,,,
"Maisonette for sale, 1 bedrooms, Keldriaugu tee 6, Lohkva, Luunja vald, Tartumaa - Real estate portal KV.EE ","Joint ownership, stone house, total area 139.5 m²",https://www.kv.ee/muua-2korruselise-maja-esimene-korrus-24-kaasomand-3390203.html,"58.3797594,26.7935368",125000,2,1,139.5 m²,1,2016,sanitary renovation needed,joint ownership,2421 m²,Data from realestate book,Notify about incorrect advertisement,"kitchen, open kitchen, garage, separate entryway, roof tin roof","shower, toilet room and bathroom separate, sauna, urban water",solid fuel,,ceramic shove,,,,,,,,
"Maisonette for sale, Riia mnt 55, Kesklinn, Pärnu linn, Pärnu, Pärnumaa - Real estate portal KV.EE ","Apartment association, wooden house, total area 160.9 m²",https://www.kv.ee/tegemist-on-rikka-ajalooga-majaosaga-majas-mis-on-3290597.html,"58.3821146,24.5199999",185000,10,,160.9 m²,1,,renovated,apartment association,,Data from realestate book,Notify about incorrect advertisement,roof tin roof,,"electric heating, stove heating",,,,Missing,,,,,,
"Row house box for sale, 4 bedrooms, Vikerkaare tee 1, Viimsi, Viimsi vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 144.3 m²",https://www.kv.ee/muua-uued-ridamajad-viimsi-alevikus-vikerkaare-tan-3386947.html,"59.5065597,24.8477704",330000,5,4,144.3 m²,2,2022,all brand-new,apartment ownership,2843 m²,Data from realestate book,Notify about incorrect advertisement,"balcony , open kitchen, parking free parking, wall cupboard, street entrance, separate rooms, public transport, farm building, electricity, parquet, box-room, ventilation, roof tar paper roof","shower, water boiler, toilet room and bathroom separate, sauna, urban water","õhksoojuspump, heated floors, fireplace, fireplace","cable TV, neighbourhood watch, fenced with garden, steel door","electric stove, kitchen 10.7 m²",,,,,,,,
"Row house box for sale, 3 bedrooms, Iirise tn 10, Tartu linn, Tartu, Tartumaa - Real estate portal KV.EE ","Apartment ownership, stone house, total area 97.3 m²",https://www.kv.ee/muua-eksklusiivses-rohelusest-umbritsetud-ihaste-k-3375122.html,"58.356255,26.766489",177900,4,3,97.3 m²,2,2022,all brand-new,apartment ownership,,,Notify about incorrect advertisement,"open kitchen, street entrance, terrace, dressing room, separate rooms, packet windows, parquet, parking free parking, public transport, box-room, organisation through the few floors, separate entryway, closed courtyard","toilet room and bathroom separate, sauna, shower, sewerage, urban water","heated floors, geothermic heating","Internet, phone, cable TV, steel door, fenced with garden",,79301:001:0984,,,,,,,
"Maisonette for sale, 3 bedrooms, Tänassilma-Laagri tee 33, Laagri, Saue vald, Harjumaa - Real estate portal KV.EE ","Apartment ownership, stone house, house area 131.7 m², total area 149.5 m²",https://www.kv.ee/muuakse-paari-kuu-parast-valmiv-kvaliteetne-a-ener-3380203.html,"59.3439307,24.6477687",309000,4,3,149.5 m²,2,2021,all brand-new,apartment ownership,,Data from realestate book,Notify about incorrect advertisement,"balcony 17.8 m², parking free parking, parquet, box-room, terrace, electricity, packet windows","toilet room and bathroom separate, water boiler, shower, sauna, urban water, sewerage",heated floors,"steel door, fenced with garden",,,A,ready,,,,,
